name,comp,chara,main_bene,adap_ill,usage,pre_cares
"复方大蒜油胶囊
                    ",具有降低血脂，降低血液粘稠度，抑制血小板聚集，防止动脉粥样硬化性心脑血管疾病；提高人体免疫力，具有现著的防癌，抗癌作用，还可用于痢疾，急慢性肠炎等。,"
                        规格：0.3g*28粒
                    ","大蒜油、昆布、薏苡仁。
                        ",尚不明确。,一次1粒，一日2次，饭后服用。,请遵医嘱。
"奥美拉唑肠溶胶囊
                    ",适用于胃溃疡、十二指肠溃疡、应激性溃疡、反流性食管炎和卓．艾综合征(胃泌素瘤)。,"
                        规格：20mg*14粒（海灵）
                    ","本品主要成份为奥美拉唑。化学名称：5-甲氧基-2-{[（4-甲氧-3，5-二甲基-2-吡啶基）-甲基]-亚砜}-1H-苯并咪唑分子式：C17H19N3O3S分子量：345.42
                        ",本品耐受性良好，常见不良反应是腹泻、头痛、恶心、腹痛、胃肠胀气及便秘，偶见血清氨基转移酶(ALT，AST)增高、皮疹、眩晕、嗜睡、失眠等，这些不良反应通常是轻微的，可自动消失，与剂量无关。长期治疗未见严重的不良反应。但在有些病例中可发生胃粘....,口服，不可咀嚼。1.消化性溃疡：一次20mg(一次1粒)，一日1～2次。每日晨起吞服或早晚各一次，胃溃疡疗程通常为4-8周，十二指肠溃疡疗程通常2～4周。2.反流性食管炎：一次20～60mg(一次l～3粒)，一日1-2次。晨起吞服或早晚备一....,1.治疗胃溃疡时，应首先排除溃疡型胃癌的可能，因用本品治疗可减轻其症状，从而延误治疗。2.肝肾功能不全者慎用。3.本品为肠溶胶囊，服用时注意不要嚼碎，以免药物在胃内过早释放而影响疗效。
"心脑健胶囊
                    ",清利头目，醒神健脑，化浊降脂。用于头晕目眩，胸闷气短，倦怠乏力，精神不振，记忆力减退等症，用于高血脂症、高血压病、冠心病、脑动脉硬化及其他伴有高凝状态的疾病。对心血管病伴高纤维蛋白原症及动脉粥样硬化，肿瘤放疗，化疗所致的白细胞减少症有防治作....,"
                        规格：24粒
                    ","茶叶提取物。
                        ",尚不明确。,口服，一次2粒，一日3次。,尚不明确。
"氟康唑胶囊
                    ",用于治疗口咽部和食道念珠菌感染；播散性念珠菌病，包括腹膜炎、肺炎、尿路感染等；念珠菌外阴阴道炎。尚可用于骨髓移植患者接受细胞毒类药物或放射治疗时，预防念珠菌感染的发生等。,"
                        规格：50mg*7粒
                    ","本品的内容物为白色或类白色粉末。
                        ",1．常见消化道反应，表现为恶心、呕吐、腹痛或腹泻等。2．过敏反应：可表现为皮疹，偶可发生严重的剥脱性皮炎（常伴随肝功能损害）、渗出性多形红斑。3．肝毒性：治疗过程中可发生轻度一过性血清氨基转移酶升高，偶可出现肝毒性症状，尤其易发生于有严重基....,1．本品与其他咪唑类药物可发生交叉过敏反应，因此对任何一种咪唑类药物过敏者禁用本品。2．由于本品主要自肾排出，因此治疗中需定期检查肾功能。用于肾功能减退患者时需减量。3．本品目前在免疫缺陷者中的长期预防用药，已导致念珠菌属等对氟康唑等咪唑类....,['无']
"蜂胶片
                    ",用于高脂血症，亦可用于肿瘤放、化疗后的口腔溃疡。,"
                        规格：0.2g*50片
                    ","蜂胶，每片含0.2g，其中所含有效成份为总黄酮，以芦丁计，不少于15.0mg。
                        ",尚未见有关不良反应报道。,"口服。高脂血症：一次0.4-0.6g,一日3次，3个月为1疗程。口腔溃疡：一次0.6g，一日3次，1疗程2周。",1、过敏体质者慎用。2、当药品性状发生改变时禁止使用。
"辅酶Q10片
                    ",本品用于下列疾病的辅助治疗：1.心血管疾病，如：病毒性心肌炎、慢性心功能不全。2.肝炎，如：病毒性肝炎、亚急性肝坏死、慢性活动性肝炎。3.癌症的综合治疗：能减轻放疗、化疗等引起的某些不良反应。,"
                        规格：10mg*24片
                    ","主要成份为辅酶Q10。
                        ",可有胃部不适、食欲减退、恶心、腹泻、心悸，偶见皮疹。,一次1片，一日3次，饭后服用。,尚不明确。请仔细阅读说明书并遵医嘱使用。
"辅酶Q10胶囊
                    ",本品用于下列疾病的辅助治疗：辅酶Q10胶囊（1）心血管疾病，如病毒性心肌炎、慢性心功能不全；（2）肝炎，如病毒性肝炎、亚急性肝坏死、慢性活动性肝炎；（3）癌症的综合治疗，能减轻放疗、化疗等引起的某些不良反应。,"
                        规格：10mg*30粒
                    ","本品主要成份为：辅酶Q10。
                        ",可有胃部不适、食欲减退、恶心、腹泻，偶见皮疹。,一次1粒（片），一日3次，饭后服用。,尚不明确
"辅酶Q10胶囊
                    ",本品用于下列疾病的辅助治疗：1、心血管疾病，如：病毒性心肌炎、慢性心功能不全。2、肝炎，如：病毒性肝炎、亚急性肝坏死、慢性活动性肝炎。3、癌症的综合治疗：能减轻放疗、化疗等引起的某些不良反应。,"
                        规格：10mg*60片
                    ","辅酶Q10。
                        ",可有胃部不适、食欲减退、恶心、腹泻、心悸，偶见皮疹。,一次1片(粒)，一日3次，饭后服用。,未进行该项实验且无可靠参考文献
"帕朱丸
                    ",健胃散寒，除痰，破痞瘤，养荣强壮。用于单一型培根病、胃痞瘤，胃溃疡引起的消化不良，胃脘胀痛、胸烧，泛酸。亦可用于功能性消化不良。,"
                        规格：0.5g*48丸
                    ","寒水石(酒制)、肉桂、石榴子、胡椒、光明盐、干姜、红花、诃子（去核）、豆蔻、荜茇、木香。
                        ",尚不明确。,一次2～3丸，一日1次。将药丸碾碎或用温开水泡服。,尚不明确。
"慈航片
                    ",逐淤生新。用于妇女经血不调，瘤瘕痞块，产后血晕，恶露不尽。,"
                        规格：0.26g*30片（乐家老铺）
                    ","益母草、当归、川芎。
                        ",尚不明确。,口服，一次5片，一日2次,尚不明确。
"他克莫司缓释胶囊
                    ",用于预防中毒致吐，化疗引起的急性恶心，呕吐。,"
                        规格：0.5mg*3粒
                    ","本品为胶囊剂。
                        ",['无'],成人推荐剂量为：化疗前约1小时，单剂量口服本品0.5mg（一粒）。,['无']
"帕朱丸
                    ",健胃散寒，除痰，破痞瘤，养荣强壮。用于单一型培根病、胃痞瘤，胃溃疡引起的消化不良，胃脘胀痛、胸烧，泛酸。亦可用于功能性消化不良。,"
                        规格：0.5g*8丸
                    ","寒水石(酒制)、肉桂、石榴子、胡椒、干姜、红花、诃子(去核)、豆蔻、荜茇、光明盐、木香。
                        ",尚不明确。,一次2～3丸，一日1次。,尚不明确。
"硒酵母片
                    ",补硒药。适用于低硒的肿瘤、肝病、心脑血管疾病病人或其他低硒引起的疾病。,"
                        规格：50μg*50片(西维尔)
                    ","硒酵母。
                        ",尚不明确。,口服，一次100～200ug(2～4片)，一日1～2次或遵医嘱。,本品用于低硒营养状态的人群，并按本说明书用法用量嚼碎后服用。
"辅酶Q10胶囊
                    ",1.心血管疾病，如病毒性心肌炎、慢性心功能不全。2.肝炎，如病毒性肝炎、亚急性肝坏死、慢性活动性肝炎。3.癌症的综合治疗，能减轻放疗、化疗等引起的某些不良反应。,"
                        规格：10mg*60粒/瓶
                    ","辅酶Q10化学名：2-（3，7，11，15，19，23，27，31，35，39-癸甲基-2，6，10，14，18，22，26，30，34，38-四十癸烯基）-5，6&amp;mdash;二甲氧基-3-甲基-p-苯醌。分子式：C59H90O4分子量：863.36
                        ",可有胃部不适、食欲减退、恶心、腹泻，偶见皮疹。,一次1片(粒)，一日3次，饭后服用。,尚不明确。
"醋酸泼尼松片
                    ",主要用于过敏性与自身免疫性炎症性疾病。适用于结缔组织病，系统性红斑狼疮，严重的支气管哮喘，皮肌炎，血管炎等过敏性疾病，急性白血病，恶性淋巴瘤,"
                        规格：5mg*30粒
                    ","醋酸泼尼松
                        ",本品较大剂量易引起糖尿病、消化道溃疡和类库欣综合征症状，对下丘脑-垂体-肾上腺轴抑制作用较强。并发感染为主要的不良反应。,1.口服。一般一次5～10mg（1～2片），一日10～60mg（2～12片）。2.对于系统性红斑狼疮、肾病综合症、溃疡性结肠炎、自身免疫性溶血性贫血等自身免疫性疾病，可给每日40～60mg（8～12片），病情稳定后逐渐减量。3.对药物性皮炎....,1.结核病、急性细菌性或病毒性感染患者慎用。必要应用时，必须给予适当的抗感染治疗。2.长期服药后，停药前应逐渐减量。3.糖尿病、骨质疏松症、肝硬化、肾功能不良、甲状腺功能低下患者慎用。4.对有细菌、真菌、病毒感染者，应在应用足量敏感抗生素的....
"芪天扶正胶囊
                    ",益气滋阴，补肾培本。与规范方案的抗肿瘤化学药品配合用于非小细胞肺癌属气阴两虚证，可改善患者神疲乏力，少气懒言，口干咽燥，自汗盗汗，面色晄白，或咳嗽咯痰，或纳呆，或痰中带血等症状；减轻由化疗引起的免疫功能低下、以及白细胞下降及恶心、呕吐、脱发....,"
                        规格：0.3g*64粒
                    ","黄芪、百合、女贞子、北沙参、天冬、山茱萸（酒制）、葫芦巴、陈皮。
                        ",请遵医嘱。,口服，一次4粒，一日4次。配合化疗方案在规定的治疗时段内服用,['无']
"维酶素片
                    ",目前主要用来治疗萎缩性胃炎、浅表性胃炎、食管上皮细胞增生，以及预防由于细胞增生引起的癌变。也可用于各型肝炎的辅助治疗，核黄素缺乏等。,"
                        规格：0.2g*100s
                    ","本品系以黄豆为主要原料，经生物发酵后精制加工而成的一种复方制剂。其主要成份为核黄素及核黄素的衍生物。其中维生素12种，以B2和VE含量最多，氨基酸18种，微量元素23种，其他尚包括糖类、粗纤维等。
                        ",尚未发现有关不良反应报道。,口服。一次4～6片，一日3次,1.服用30分种后，尿液呈荧光黄绿色，属正常药物颜色。2.当药品性状发生改变时禁止使用。3.注意个别病人服药后口中可带有维酶素的特殊气味而感到不舒服。
"通关藤咀嚼片(消癌平咀嚼片)
                    ",抗癌、消炎、平喘。用于食道癌、胃癌、肺癌，对于大肠癌、宫颈癌、白血病等多种恶性肿瘤也有一定疗效，亦可配合放疗、化疗及手术后治疗。并用于治疗慢性气管炎和支气管哮喘。,"
                        规格：0.33g*18片*7板
                    ","通关藤。
                        ",个别病例使用通关藤制剂后出现食欲减退、白细胞下降、转氨酶升高、发热、关节疼痛、药物疹等，一般不需特殊处理,咀嚼服下，一次8～10片，一日3次,尚不明确。
"奥美拉唑肠溶胶囊
                    ",适用于胃溃疡、十二指肠溃疡、应激性溃疡、反流性食管炎和卓-艾氏综合征（胃泌素瘤）,"
                        规格：20mg*16粒
                    ","奥美拉唑
                        ",本品常见不良反应为：头痛、腹泻、恶心、呕吐、便秘、腹痛及腹胀。偶见头晕、嗜睡、乏力、睡眠紊乱、感觉异常、皮疹、瘙痒、荨麻疹、肝功能试验异常等。罕有多汗、周围血管性水肿、低钠血症；血管水肿、发热及过敏性休克；白细胞减少症、血小板减少症、粒细胞....,口服，不可咀嚼。(1)消化性溃疡：一次20mg(一次l粒)，一日1-2次。每日晨起吞服或早晚各1次，胃溃疡疗程通常为4-8周，十二指肠溃疡疗程通常2-4周。(2)反流性食管炎：一次20-60mg(一次1-3粒)，一日1-2次。晨起吞服或早晚....,1.使用不得超过7天，如症状未缓解或消失请咨询医师或药师。2.两个月以内不得再次服用，如症状反复，应立即就医。3.本品在以下情况下请勿使用：吞咽困难或疼痛；呕血；便血或黑便。这些可能是严重情况的征兆，请咨询医师。4.肝功能不全或血象不正常的....
"氟康唑片
                    ",本品用于。1.念珠菌病：用于治疗口咽部和食管念珠菌感染；播散性念珠菌病，包括腹膜炎、肺炎、尿路感染等；念珠菌外阴阴道炎。尚可用于骨髓移植患者接受细胞毒类药物或放射治疗时，预防念珠菌感染的发生。2.隐球菌病：用于治疗脑膜炎以外的新型隐球菌病或....,"
                        规格：50mg*3片
                    ","本品主要成分为氟康唑。
                        ",1.常见消化道反应，表现为恶心、呕吐、腹痛或腹泻等。2.过敏反应：可表现为皮疹，偶可发生严重的剥脱性皮炎（常伴随肝功能损害)、渗出性多形红斑。3.肝毒性：治疗过程中可发生轻度一过性血清氨基转移酶升高，偶可出现肝毒性症状，尤其易发生于有严重基....,口服给药。成人。1.播散性念珠菌病：首次剂量0.4g，以后一次0.2g，一日1次，至少4周，症状缓解后至少持续2周。2.食管念珠菌病：首次剂量0.2g，以后一次0.1g，一日1次，持续至少3周，症状缓解后至少持续2周。根据治疗反应，也可加大....,1.本品与其他吡咯类药物可发生交叉过敏反应，因此对任何一种吡咯类药物过敏者禁用本品。2.由于本品主要自肾排出，因此治疗中需定期检查肾功能。用于肾功能减退患者需减量应用。3.本品目前在免疫缺陷者中的长期预防用药，已导致念珠菌属等对氟康唑等吡咯....
"右旋酮洛芬肠溶片
                    ",本品适用于治疗不同病因的轻中度疼痛，如类风湿性关节炎、骨性关节炎、强直性脊柱炎、痛风性关节炎的关节痛，以及痛经、牙痛、手术后痛、癌性疼痛、急性扭伤或软组织挫伤疼痛和感冒发热引起的全身疼痛等各种急慢性疼,"
                        规格：12.5mg*10片
                    ","右旋酮洛芬
                        ",服用后最常见的不良反应是胃烧灼感、胃痛、头痛及眩晕，偶见恶心、呕吐、腹泻、便秘、瘙痒、焦虑、心悸、失眠、寒战、四肢浮肿及皮疹等，多为轻、中度。极少出现或偶尔复发胃十二指肠溃疡和消化道出血,给药剂量可根据疼痛的类型、程度和时间长短而不同。通常每次1～2片（12.5mg～25mg），日服3～4次，或遵医嘱。一般宜饭后服或与食物同服。每日最大剂量不超过100mg（8片）。,1.有过敏史或过敏疾病者。2.有消化道溃疡史者。3.有哮喘病史者。4.有肾脏疾病者。5.高血压或肝功能不全和肝硬化患者。6.轻度肾功能不全的患者在必须服用时，应酌情减量。7.长期用药时应定期随诊，检查血象及肝、肾功能。一旦出现胃肠道出血、肝....
"兰索拉唑肠溶片
                    ",胃溃疡、十二指肠溃疡、反流性食管炎、佐-艾(Zollinger-Ellison)综合征(胃泌素瘤)。,"
                        规格：15mg*12片（倍特）
                    ","本品主要成份为兰索拉唑。
                        ",副作用轻微，主要表现为口干、头晕、恶心。(详见说明书）,通常成人口服兰索拉唑肠溶片，每日一次，一次2片（30mg）。十二指肠溃疡需连续服用4~6周，反流性食管炎、佐-艾(Zollinger-Ellison)综合征(胃泌素瘤)，胃溃疡，需连续服用6-8周，或遵医嘱。,1.治疗过程中应注意观察，因长期使用的经验不足，暂不推荐用于维持治疗。2.本品服用时请不要嚼碎，应整片用水吞服。3.肝肾功能障碍者及高龄者须慎用。4.使用本品有时会掩盖胃癌的症状，所以要在排除胃癌可能性的基础上方可给药。
"醋酸地塞米松片
                    ",主要用于过敏性与自身免疫性炎症性疾病。如结缔组织病，严重的支气管哮喘，皮炎等过敏性疾病，溃疡性结肠炎，急性白血病，恶性淋巴瘤等。此外，本药还用于某些肾上腺皮质疾病的诊断。,"
                        规格：0.75mg*30片（客秀）
                    ","本品主要成分为醋酸地塞米松。
                        ",本品较大剂量易引起糖尿病、消化道溃疡和类柯兴综合征症状，对下丘脑-垂体-肾上腺轴抑制作用较强。并发感染为主要的不良反应。,口服，成人开始剂量为一次0.75~3.00mg（1~4片），一日2~4次。维持量约一日0.75mg（1片），视病情而定。,1、结核病、急性细菌性或病毒性感染患者慎用，必要应用时，必须给予适当的抗感染治疗。2、长期服药后，停药前应逐渐减量。3、糖尿病、骨质疏松症、肝硬化、肾功能不良、甲状腺功能低下患者慎用。
"奥美拉唑肠溶胶囊
                    ",适用于胃溃疡、十二指肠溃疡、应激性溃疡、反流性食管炎和卓-艾综合症（胃泌素瘤）。,"
                        规格：20mg*14粒
                    ","奥美拉唑。
                        ",奥美拉唑肠溶胶囊耐受性良好、常见不良反应是腹泻、头痛、恶心。腹痛、胃肠胀气及便秘。偶见血清氨基转移酶（ALT，AST）增高。皮疹。眩晕、嗜睡、失眠等。这些不良反应通常是轻微的。可自动消失。与剂量无关。长期治疗未见严重的不良反应。但在有些病例....,口服，不可咀嚼。1.消化性溃疡：一次20mg（一次1片），一日1～2次。每日晨起吞服或早晚各一次，胃溃疡疗程通常为4～8周，十二指肠溃疡疗程通常2～4周。2.反流性食管炎：一次20～60mg（一次1～3片），一日1～2次。晨起吞服或早晚各一....,1.治疗胃溃疡时，应首先排除溃疡型胃癌的可能，因用本品治疗可减轻其症状，从而延误治疗。2.肝肾功能不全者慎用。3.本品为肠溶胶囊，服用时注意不要嚼碎，以免药物在胃内早释放而影响疗效。
"异烟肼片
                    ",适用于：(1)异烟肼与其它抗结核药联合，适用于各型结核病的治疗，包括结核性脑膜炎以及其他分枝杆菌感染。(2)异烟肼单用适用于各型结核病的预防：①新近确诊为结核病患者的家庭成员或密切接触者；②结核菌素纯蛋白衍生物试验（PPD）强阳性同时胸部X....,"
                        规格：0.1g*100片（太极）
                    ","本品主要成分为异烟肼。
                        ",发生率较多者有步态不稳或麻木针刺感、烧灼感或手指疼痛（周围神经炎）；深色尿、眼或皮肤黄染（肝毒性，35岁以上患者肝毒性发生率增高）；食欲不佳、异常乏力或软弱、恶心或呕吐（肝毒性的前驱症状）。发生率极少者有视力模糊或视力减退，合并或不合并眼痛....,口服。预防：成人一日0.3g，顿服；小儿每日按体重10mg/kg，一日总量不超过0.3g，顿服。治疗：成人与其他抗结核药合用，按体重每日口服5mg/kg，最高0.3g；或每日15mg/kg，最高900mg，每周2~3次。小儿按体重每日10~....,(1)交叉过敏反应，对乙硫异烟胺、吡嗪酰胺、烟酸或其他化学结构有关药物过敏者也可能对本品过敏。(2)对诊断的干扰：用硫酸铜法进行尿糖测定可呈假阳性反应，但不影响酶法测定的结果。异烟肼可使血清胆红素、丙氨酸氨基转移酶及门冬氨酸氨基转移酶的测定....
"复方樟薄软膏
                    ",疏肝解郁，理气化痰，软坚散结。用于肝郁兼痰凝证所致乳腺疾病。症见：乳房肿块胀痛或刺痛，经前加重，经后缓解，伴胸胁胀闷，善郁易怒，胸闷不舒，身重倦怠或纳呆，或经行腹痛，舌质淡或淡红或有瘀点吗，苔白腻，脉弦或涉。,"
                        规格：0.5g*30粒
                    ","本品为乳白色软膏；气芳香。
                        ",偶见胃肠反应，皮疹。,口服，一次5粒，一日3次，饭后一小时服用。,1.月经量多，经期紊乱及延长者慎用。2.十味香鹿胶囊不适用于乳腺炎，乳腺癌患者。
"醋酸泼尼松片
                    ",主要用于过敏性与自身免疫性炎症性疾病。适用于结缔组织病，系统性红斑狼疮，严重的支气管哮喘，皮肌炎，血管炎等过敏性疾病，急性白血病，恶性淋巴瘤以及适用于其他肾上腺皮质激素类药物的病症等。,"
                        规格：5mg*1000片
                    ","醋酸泼尼松。
                        ",本品较大剂量易引起糖尿病、消化道溃疡和类柯兴综合征症状，对下丘脑－垂体－肾上腺轴抑制作用较强。并发感染为主要的不良反应。,1.口服一般一次5～10mg(1～2片)，一日10～60mg(2～12片)。2.对于系统性红斑狼疮、胃病综合征、溃疡性结肠炎、自身免疫性溶血性贫血等自身免疫性疾病，可给每日40～60mg（8～12片），病情稳定后逐渐减量。3.对药物性皮炎、....,1．结核病、急性细菌性或病毒性感染患者应用时，必须给予适当的抗感染治疗。2．长期服药后，停药时应逐渐减量。3．糖尿病、骨质疏松症、肝硬化、肾功能不良、甲状腺功能低下患者慎用。
"氟康唑胶囊
                    ",本品主要用于以下适应症中病情较重的患者：1．念珠菌病。2．隐球菌病。3．球孢子菌病。4．用于接受化疗、放疗和免疫抑制治疗患者的预防治疗。5．本品亦可替代伊曲康唑用于芽生菌病和组织胞浆菌病的治疗。,"
                        规格：50mg*6粒*2板
                    ","本品主要成份为：氟康唑。其化学名称为：a-（2,4-二氟苯基）-a-（1H-1,2,4-三唑-1-基甲基）-1H-1，2,4-三唑-1-基乙醇
                        ",1．常见消化道反应，表现为恶心、呕吐、腹痛或腹泻等。2．过敏反应：可表现为皮疹，偶可发生严重的剥脱性皮炎（常伴随肝功能损害）、渗出性多形红斑。3．肝毒性：治疗过程中可发生轻度一过性血清氨基转移酶升高，偶可出现肝毒性症状，尤其易发生于有严重基....,肾功能无减退的老年患者无须调整剂量。肾功能减退的老年患者须根据肌酐清除率调整剂量（详见【用法用量】）。,['无']
"法莫替丁分散片
                    ","用于胃、十二指肠溃疡,应激性溃疡、急性胃黏膜出血、胃酸分泌过多的症状，如胃泌素瘤，预防十二指肠溃疡复发，缓解食管胃反流性疾病的症状如胃食管反流性疾病引致的食管糜烂和溃疡","
                        规格：20mg*12片
                    ","法莫替丁
                        ",1、循环系统：罕见脉率增加、血压上升及颜面潮红。2、消化系统：偶见转氨酶升高等肝功能异常。罕见腹胀、食欲缺乏、便秘、腹泻、软便、口渴、恶心及呕吐等。3、中枢神经系统：罕见头痛、头重及全身乏力感。4、过敏反应：偶见皮疹、荨麻疹。如出现过敏现象....,成人一次1片，一日2次。24小时内不超过2片,1、本品连续使用不得超过7天，症状未缓解，应咨询医师或药师。2、儿童用量请咨询医师或药师。3、肝功能不全患者及小儿应慎用。4、本品主要由肾脏排泄，肾功能不全的患者应慎用。5、如服用过量或出现严重不良反应，应立即就医。6、对本品过敏者禁用，过....
"腺苷钴胺片
                    ",用于维生素B12缺乏所致的疾病，如妊娠期贫血、营养不良性贫血。也可用于营养性疾患以及放射线和药物引起的白细胞减少症的辅助治疗。,"
                        规格：0.25mg*100片
                    ","本品的活性成份为腺苷钴胺。化学名称为：5，6-二甲基咪唑基-5’-脱氧腺嘌呤核苷基钴胺。
                        ",偶可引起过敏反应。,口服，成人一次2～6片（0.5～1.5毫克），一日3次。,1.第一次使用本品前应咨询医师，治疗期间应定期去医院检查。2.孕妇及哺乳期妇女应在医师指导下使用。3.神经系统损害者在诊断未明前慎用。4.对本品过敏者禁用，过敏体质者慎用。5.本品性状发生改变时禁止使用。6.请将本品放在儿童不能接触的地方。....
