name,comp,chara,main_bene,adap_ill,usage,pre_cares
"盐酸二甲双胍片
                    ",用于单纯饮食控制不满意的Ⅱ型糖尿病病人，尤其是肥胖和伴高胰岛素血症者，用本药不但有降血糖作用，还可能有减轻体重和高胰岛素血症的效果。对某些磺酰脲类疗效差的患者可奏效，如与磺酰脲类、小肠糖苷酶抑制剂或噻唑烷二酮类降糖药合用，较分别单用的效果更....,"
                        规格：0.25g*12片*4板
                    ","主要成分为：盐酸二甲双胍，其化学名称为：1,1-二甲基双胍盐酸盐。
                        ",1.常见的有：恶心、呕吐、腹泻、口中有金属味。2.有时有乏力、疲倦、头晕、皮疹。3.乳酸性酸中毒虽然发生率很低，但应予注意。临床表现为呕吐、腹痛、过度换气、神志障碍，血液中乳酸浓度增加而不能用尿毒症、酮症酸中毒或水杨酸中毒解释。4.可减少肠....,口服成人开始一次0.25g，一日2~3次，以后根据疗效逐渐加量，一般每日量1~1.5g，最多每日不超过2g。餐中或餐中即刻服用，可减轻胃肠道反应。,1.Ⅰ型糖尿病不应单独应用本品（可与胰岛素合用）。2.用药期间经常检查空腹血糖、尿糖及尿酮体，定期测血肌酐、血乳酸浓度。3.与胰岛素合用治疗时，防止出现低血糖反应。
"牛磺酸滴眼液
                    ",1.用于急性结膜炎，疱疹性结膜炎，病毒性结膜炎等眼科炎症的辅助治疗2.用于牛磺酸代谢失调引起的白内障,"
                        规格：10ml:0.5g
                    ","本品为无色澄明液体。
                        ",偶有一次性刺激反应,一次1-2滴，一日3-5次或遵医嘱,1.仅用于滴眼2.如发现溶液中出现浑浊或沉淀应停止使用3.如正在使用其他药品，使用本品前请咨询医师或药师
"维生素B1片
                    ",本品用于预防维生素B1缺乏症，如脚气病、神经炎、消化不良等。,"
                        规格：10mg*100片
                    ","本瓶主要成份为维生素B1。辅料：淀粉、蔗糖、枸橼酸。
                        ",推荐剂量的维生素B1几乎无毒性，过量使用可出现头痛、疲倦、烦躁、食欲缺乏、腹泻、浮肿。,口服，成人一次1片，一日3次。,1.必须按推荐剂量服用，不可超量服用。2.儿童用量请咨询医师或药师。3.孕妇及哺乳期妇女应在医师指导下使用。4.如服用过量或出现严重不良反应，应立即就医。5.对本品过敏者禁用，过敏体质者慎用。6.本品性状发生改变时禁止使用。7.请将本品放在....
"维生素A软胶囊
                    ",用于预防和治疗维生素A缺乏症，如夜盲症、干眼症、角膜软化、皮肤粗糙角化。,"
                        规格：2.5万IU*100粒
                    ","本品主要成份为维生素A醋酸酯。
                        ",1.按推荐剂量服用，无不良反应。如一日10万单位以上、连服6个月可引起慢性中毒，表现为食欲缺乏、呕吐、腹泻、皮肤发痒、干燥和脱屑、颅内压增高。2.急性中毒可见异常激动、嗜睡、复视、颅内压增高等症状。,口服。成人一日1粒。,1.必须按推荐剂量服用，不得超量服用。2.慢性肾功能减退时慎用。3.儿童用量请咨询医师或药师。4.如服用过量或出现严重不良反应，应立即就医。5.对本品过敏者禁用，过敏体质者慎用。6.本品性状发生改变时禁止使用。7.请将本品放在儿童不能接触的....
"心脑健胶囊
                    ",清利头目，醒神健脑，化浊降脂。用于头晕目眩，胸闷气短，倦怠乏力，精神不振，记忆力减退等症，用于高血脂症、高血压病、冠心病、脑动脉硬化及其他伴有高凝状态的疾病。对心血管病伴高纤维蛋白原症及动脉粥样硬化，肿瘤放疗，化疗所致的白细胞减少症有防治作....,"
                        规格：24粒
                    ","茶叶提取物。
                        ",尚不明确。,口服，一次2粒，一日3次。,尚不明确。
"小儿五维赖氨酸糖浆
                    ",用于儿童因缺乏维生素与赖氨酸所引起的各种疾病。,"
                        规格：60ml
                    ","本品为复方制剂。每5毫升含盐酸赖氨酸150毫克，泛酸钙10毫克，维生素B12.5毫克，维生素B20.5毫克，B62毫克，烟酰胺8.5毫克。
                        ",1.偶见皮肤潮红、瘙痒。2.尿液可能呈黄色，但不影响继续用药。,口服。1～3岁，一次2～3毫升；4～5岁，一次5毫升；一日2次，用温开水冲服。,1.高氯血症、酸中毒及肾功能不全患者慎用。2.对本品过敏者禁用，过敏体质者慎用。3.本品性状发生改变时禁止使用。4.请将本品放在儿童不能接触的地方。5.儿童必须在成人监护下使用。6.如正在使用其他药品，使用小儿五维赖氨酸糖浆前请咨询医师或药....
"固精麦斯哈胶囊
                    ",增强机体免疫力，强身补脑，固精缩尿，乌发。用于遗精遗尿，早泄体弱，头发早白，神疲乏力。,"
                        规格：0.45g*6粒
                    ","阿纳其根、肉豆蔻、薰鲁香、玫瑰花、西红花、甘松、小豆蔻、丁香、草果、香附、郁金。
                        ",尚不明确。,口服。一次2-3粒，一日2次。,尚不明确。
"五维他口服溶液
                    ",用于预防和治疗B族维生素缺乏所致的各种疾病，如厌食、营养不良、脚气病、糙皮病,"
                        规格：500ml
                    ","本品每毫升含维生素B10.3毫克，维生素B20.06毫克，维生素B60.09毫克，烟酰胺0.3毫克，泛酸钙0.03毫克。?辅料为苯甲酸钠、橙皮酊、枸橼酸、蔗糖、乙醇。
                        ",1.大剂量服用可出现烦躁、疲倦、食欲缺乏等。2.偶见皮肤潮红、瘙痒。3.尿液可能呈黄色。,口服。一次2.5-5毫升，一日3次,1.对该药品过敏者禁用，过敏体质者慎用。2.该药品性状发生改变时禁止使用。3.请将该药品放在儿童不能接触的地方。4.儿童必须在成人监护下使用。5.如正在使用其他药品，使用该药品前请咨询医师或药师。
"乳酸钙口服溶液
                    ",补钙药。用于预防和治疗钙缺乏症。,"
                        规格：10ml:0.065g*10支
                    ","乳酸钙
                        ",可见嗳气，便秘，腹部不适，大剂量服用可见高钙血症:表现为厌食、恶心、呕吐，便秘，腹痛肌，无力，心律失常以及骨石灰沉着等。,口服，每次1-2支，每日2-3次，根据人体需要及膳食钙的供给情况酌情进行补充，或遵医嘱。,1、肾能不全者慎用。2、欲降低本品甜度时，可用凉开水稀释一倍后服用。3、如遇低温析出结晶可温热溶化后服用。
"九维鱼肝油
                    ",用于防治维生素缺乏所致的各种疾病。,"
                        规格：400ml
                    ","本品为复方制剂，每10毫升中含鱼肝油10毫克、维生素A1185单位，维生素D3118.5单位，维生素B11毫克，维生素B20.75毫克，维生素B60.5毫克，维生素C30毫克，维生素E0.5毫克。
                        ",尚不明确。,口服。成人一次10～15毫升（相当于瓶身刻度的1格-1.5格），一日3次。,1.严格按规定剂量服用，如需增加剂量请咨询医师或药师。2.慢性肾功能衰竭患者禁用。3.尿液可呈黄色。4.儿童用量请咨询医师或药师。5.对本品过敏者禁用，过敏体质者慎用。6.当本品性状发生改变时禁用。7.儿童必须在成人监护下使用。8.请将此药....
"六合维生素丸
                    ",六合维生素丸用于预防和治疗上述6种维生素缺乏症。,"
                        规格：100粒
                    ","每丸含维生素A2500单位、维生素D250单位、维生素B12毫克、维生素B21毫克、维生素C30毫克、烟酰胺1毫克。
                        ",偶见胃部不适。,本品口服，一次1粒，一日1次。,1.本品仅供儿童使用。2.严格按规定剂量服用。3.慢性肾功能衰竭患者禁用。4.如服用过量或出现严重不良反应时请立即就医。5.当本品性状发生改变时禁用。6.儿童必须在成人的监护下使用。7.请将此药品放在儿童不能接触的地方。
"磺胺嘧啶片
                    ",磺胺类药属广谱抗菌药，但由于目前许多临床常见病原菌对该类药物耐药故仅用于敏感细菌及其他敏感病原微生物所致的感染。磺胺嘧啶(不包括该类药与甲氧苄啶的复方制剂)的适应症为：1.敏感脑膜炎球菌所致的流行性脑脊髓膜炎的治疗和预防。2.与甲氧苄啶合用....,"
                        规格：0.5g*100片*1瓶
                    ","本品主要成份为：磺胺嘧啶。化学名称:N-2-嘧啶基-4-氨基苯磺酰胺。分子式:C10H10N4O2S分子量:250.28
                        ",1.过敏反应较为常见，可表现为药疹，严重者可发生渗出性多形红斑、剥脱性皮炎和大疱表皮松解萎缩性皮炎等；也有表现为光敏反应、药物热、关节及肌肉疼痛、发热等血清病样反应。2.中性粒细胞减少或缺乏症、血小板减少症及再生障碍性贫血。患者可表现为咽痛....,1.治疗一般感染成人常用量口服，一次1g，一日2次，首次剂量加倍。2个月以上婴儿及小儿常用量口服，按体重一次25～30mg/kg，一日2次，首次剂量加倍（总量不超过2g）。2.预防流行性脑脊髓膜炎成人常用量口服，一次1g，一日2次，疗程2日....,1.下列情况应慎用：缺乏葡萄糖-6-磷酸脱氢酶、血卟啉症、失水、休克和老年患者；2.交叉过敏反应。对一种磺胺药呈现过敏的患者对其他磺胺药可能过敏；3.对呋塞米、砜类、噻嗪类利尿药、磺脲类、碳酸酐酶抑制药呈现过敏的患者，对磺胺药亦可过敏；4.....
"赖氨葡锌颗粒
                    ",用于防治小儿及青少年因缺乏赖氨酸和锌而引起的疾病。,"
                        规格：5g*30袋
                    ","本品每包含赖氨酸125毫克、葡萄糖酸锌35毫克（相当于锌5毫克）。
                        ",可见轻度恶心、呕吐、便秘等反应。,口服。1-6个月新生儿一日半包；7-12个月小儿一日1包；1-10岁小儿一日2包；大于10岁-成人，一日3包；孕妇或哺乳期妇女一日4-5包，分次服用。,1应按推荐剂量服用。2应餐后服用，可减少胃肠道刺激性。3高氯血症、酸中毒及肾功能不全者慎用。4对本品过敏者禁用，过敏体质者慎用。5本品性状发生改变时禁止使用。6请将本品放在儿童不能接触的地方。7儿童必须在成人监护下使用。8如正在使用其他药品....
"牛磺酸滴眼液
                    ",用于牛磺酸代谢失调引起的白内障。也可用于急性结膜炎、疱疹性结膜炎、病毒性结膜炎的辅助治疗。,"
                        规格：10ml
                    ","本品主要成分为牛磺酸
                        ",偶见一过性刺激反应。,滴眼，一次1-2滴，一日3-5次,1.第一次使用本品前应咨询医师，治疗期间应定期到医院检查。2.若出现充血、眼痒、水肿等症状，应停药就医。3.打开后应在4周内用完，逾期请勿使用。4.滴眼时请勿使管口接触手和眼睛，使用后应将瓶盖拧紧，以免污染药液。5.对本品过敏者禁用，过敏体....
"醋氯芬酸片
                    ",1.本品适用于经饮食控制和其它非药物治疗(如：运动治疗、减轻体重)仍不能适当控制血脂异常的原发性高胆固醇血症(Ⅱa型，包括杂合子家族性高胆固醇血症)或混合型血脂异常症(Ⅱb型)。2.本品也适用于纯合子家族性高胆固醇血症的患者，作为饮食控制和....,"
                        规格：5mg*14粒
                    ","本品为胶囊剂，内容物为白色或类白色颗粒。
                        ",1.对肾脏的作用。在高剂量特别是40mg治疗的患者中，观察到蛋白尿(试纸法检测)，蛋白大多数来源于肾小管，在大多数病例，蛋白尿是短暂的或断断续续的。2.对骨骼肌的作用。在接受本品各种剂量治疗的患者中均有对骨骼肌产生影响的报道，如肌痛、肌病，....,1.在治疗开始前，应给予患者标准的降胆固醇饮食控制，并在治疗期间保持饮食控制。本品的使用应遵循个体化原则，综合考虑患者个体的胆固醇水平、预期的心血管危险性以及发生不良反应的潜在危险性。2.口服：本品常用起始剂量为5mg，一日一次。起始剂量的....,['无']
"口服五维葡萄糖
                    ",用于维生素缺乏所致的各种疾病。,"
                        规格：10g*30袋
                    ","本品为复方制剂，每克含维生素B10.12毫克，维生素B20.08毫克，维生素C2毫克，维生素D20.002毫克(80单位)，烟酸1毫克，葡萄糖适量。
                        ",长期大剂量服用可能发生维生素D中毒，主要症状是骨痛、肌痛、烦躁、嗜睡、头痛、疲乏、无力、恶心、呕吐、便秘或腹泻、口内有金属味、夜间多尿、体重下降等。,口服，成人，一次10克，一日1次。温开水冲服，或与牛奶、豆浆及其他饮料调匀后服用。,1.按推荐剂量服用，不得任意加大剂量。2.肾功能不全及糖尿病患者慎用。3.如服用过量或出现严重不良反应，应立即就医。4.对本品过敏者禁用，过敏体质者慎用。5.口服五维葡萄糖性状发生改变时禁止使用。6.请将本品放在儿童不能接触的地方。7.如正....
"右旋糖酐铁片
                    ",本品用于慢性失血、营养不良、妊娠、儿童发育期等引起的缺铁性贫血。,"
                        规格：50mg*60片
                    ","本品主要成分为右旋糖酐铁。
                        ",1.可见胃肠道不良反应，如恶心、呕吐、上腹疼痛、便秘。2.本品可减少肠蠕动，引起便秘，并排黑便。,本品口服。成人一次2-4片，一日1-3次，饭后服。,1.不得长期使用，应在医师确诊为缺铁性贫血后使用，且治疗期间应定期检查血象和血清铁水平。2.下列情况慎用：酒精中毒、肝炎、急性感染、肠道炎症、胰腺炎、胃与十二指肠溃疡、溃疡性肠炎。3.儿童用量请咨询医师或药师。4.本品不应与浓茶同服。5.本....
"健脾补血片
                    ",补血，益气，健脾和胃，消积。用于脾虚血少所致的面黄肌瘦，食少体倦以及营养性，缺铁性贫血。,"
                        规格：24片*2板（糖衣）
                    ","党参、茯苓、皂矾、神曲茶、陈皮、黑豆(炒)、甘草、白术。辅料：淀粉、硬脂酸镁、滑石粉、明胶、蔗糖、食用色素、川蜡。
                        ",1.忌油腻食物。2.感冒病人不宜服用健脾补血片。3.按照用法用量服用，小儿及年老体弱者应在医师指导下服用。4.服药二周或服药期间症状无改善，或症状加重，或出现新的严重症状，应立即停药并去医院就诊。5.对本品过敏者禁用，过敏体质者慎用。6.本....,口服，一次4片，一日3次。,['无']
"山葡健脾颗粒
                    ",健脾消食。用于1~7岁儿童缺锌患者或表现为脾虚食滞引起的厌食，异食癖，反复口疮，上感等症。,"
                        规格：10g*10袋
                    ","山楂、沙棘（鲜）、葡萄糖酸锌。
                        ",1）使用疗程不超过三个月。（2）在医生指导下使用。,口服，一次1袋，一日1次。,['无']
"芪参益气滴丸
                    ",益气通脉，活血止痛。用于气虚血瘀型胸痹，症见胸闷胸痛，气短乏力、心悸、面色少华、自汗，舌体胖有齿痕、舌质暗或紫暗或有瘀斑，脉沉或沉弦。,"
                        规格：0.52g*21袋
                    ","黄芪、丹参、三七、降香。
                        ",孕妇慎用芪参益气滴丸。,餐后半小时服用，一次1袋，一日3次。4周为一疗程或遵医嘱。,['无']
"赖氨肌醇维B12口服溶液
                    ",用于赖氨酸缺乏引起的食欲缺乏及生长发育不良等。,"
                        规格：120ml(迪儿慧聪)
                    ","主要成分：本品为复方制剂,每5毫升含盐酸赖氨酸300毫克,维生素B1215微克,肌醇50毫克。
                        ",尚不明确。,"口服。婴儿,一次2.5毫升；儿童,一次5毫升；一日2～3次。也可用温水或牛奶稀释后服用。","1.按推荐剂量服用,如需增加剂量请咨询医师或药师。2.对本品过敏者禁用,过敏体质者慎用。3.本品性状发生改变时禁止使用。4.请将本品放在儿童不能接触的地方。5.儿童必须在成人监护下使用。6.如正在使用其他药品,使用本品前请咨询医师或药师。"
"参术儿康糖浆
                    ",健脾和胃，益气养血。用于脾胃虚弱所致的小儿疳积，食欲不振，睡眠不安，多汗及营养不良性贫血。,"
                        规格：10ml*10支
                    ","白术、茯苓、山楂、山药、白扁豆、六神曲、麦芽、炙黄芪、太子参、蜂王浆、制何首乌、当归等16味。
                        ",1.忌食生冷油腻及不易消化食物。2.婴儿应在医师指导下服用。3.感冒时不宜服用。4.长期厌食，体弱消瘦者，应去医院就诊。5.患儿如自汗多、夜寐易惊、睡少等应注意是否为佝偻病，以免延误治疗。6.服参术儿康糖浆7天症状无缓解，应去医院就诊。7.....,口服，二岁以下一次10～15毫升；三至四岁一次20毫升；五至六岁一次30毫升，一日3次。,['无']
"夏桑菊颗粒
                    ",清肝明目，疏风散热，除湿痹，解疮毒。用于风热感冒，目赤头痛，头晕耳鸣，咽喉肿痛，疔疮肿毒等症，并可作清凉饮料。,"
                        规格：10g*20袋
                    ","夏枯草、野菊花、桑叶。辅料为蔗糖。
                        ",1.忌烟、酒及辛辣、生冷、油腻食物。2.不宜在服药期间同时服用滋补性中成药。3.风寒感冒者不适用，其表现为恶寒重，发热轻，无汗，头痛，鼻塞，流清涕，喉痒咳嗽。4.高血压、心脏病、肝病、糖尿病、肾病等慢性病严重者应在医师指导下服用。5.服药三....,口服，一次5～10克，一日3次。,['无']
"复方银耳鱼肝油
                    ",用于维生素A、D缺乏症的防治。,"
                        规格：500g
                    ","本品为复方制剂，其组分为每克含维生素A300单位、维生素D330单位。
                        ",1、维生素D按推荐剂量服用，无不良反应。但短期内摄入超量或长期服用大量维生素D，可导致严重中毒反应。（如成人摄入维生素D每日20万-60万单位，小儿每日20万-40万单位，数周或数月可致严重毒性反应）。2、发现下列情况需高度警惕维生素D中毒....,口服1.预防用量：一日40毫升，分2-3次以温开水调服。2.治疗用量：维生素A、D缺乏症，一日150-250毫升，分2-4次以温开水调服，服用1-2周后减至每日40毫升，分2-3次服用。,1.维生素A和维生素D需按推荐剂量服用，不可超量服用。2.治疗低钙血症前，应先控制血清磷的浓度，并定期复查血钙等有关指标；除非遵医嘱，避免应用钙、磷和维生素D制剂。血液透析时可用碳酸铝或氢氧化铝凝胶控制血磷浓度，维生素D疗程中磷的吸收增多，....
"维生素E软胶囊
                    ",增强人体免疫力，美容健肤，提高性功能。对延缓衰老、保持肌肤弹性，增强内脏器官功能、保持体力和精力具有显著的效果。,"
                        规格：0.1g*15粒*2板
                    ","维生素E。
                        ",长期大量使用(每日量400-800mg)，可引起视力模糊、乳腺肿大、腹泻、头晕、流感样症状、头痛、恶心及胃痉挛、乏力软弱。个别病人有皲裂、唇炎、口角炎、胃肠功能紊乱、肌无力，停药后上述反应可逐渐消失。,每日1次，每次2粒，饭前服用。长期服用，效果更佳。,1对诊断的干扰：大量维生素E可致血清胆固醇及血清甘油三酯浓度升高。2对维生素K缺乏而引起的低凝血酶原血症及缺铁性贫血病人，应谨慎用药，以免病情加重。3维生素E能部分通过胎盘，新生儿仅获得母亲血药浓度的20-30%。
"维生素AD软胶囊
                    ",用于预防和治疗维生素A及D的缺乏症。如佝偻病、夜盲症及小儿手足抽搐症。,"
                        规格：100粒
                    ","本品为复方制剂，每粒含主要成份维生素A3000单位，维生素D300单位。辅料为：精炼植物油、明胶、甘油。
                        ",长期过量服用，可产生慢性中毒。早期表现为骨关节疼痛、肿胀、皮肤瘙痒、口唇干裂、发热、头痛、呕吐、便秘、腹泻、恶心等。,口服。成人，一次1粒，一日1～2次。,1.必须按推荐剂量服用，不可超量服用。2.高钙血症孕妇可伴有维生素D敏感，功能上又能抑制甲状旁腺活动，以致婴儿有特殊面容、智力低下及患遗传性主动脉弓缩窄。3.婴儿对维生素D敏感性个体差异大，有些婴儿对小剂量维生素D很敏感。4.老年人长期服用....
"五维赖氨酸颗粒
                    ",用于促进小儿、儿童正常发育及年老体弱者的营养补充。,"
                        规格：5g*12袋（迈维希）
                    ","本品为复方制剂，每包5克，每克含盐酸赖氨酸50毫克、维生素B11.2毫克、维生素B20.15毫克、维生素B60.075毫克、烟酰胺2.4毫克、泛酸钙0.15毫克。
                        ",1偶见皮肤潮红、瘙痒。2尿液可能呈黄色，但不影响继续用药。,口服。1岁以下：一次1包，一日1次；1岁以上：一次1包，一日2次。温水冲服。,1高氯血症、酸中毒及肾功能不全患者慎用。2对本品过敏者禁用，过敏体质者慎用。3本品性状发生改变时禁止使用。4请将本品放在儿童不能接触的地方。5儿童必须在成人监护下使用。6如正在使用其他药品，使用本品前请咨询医师或药师。
"小儿四维葡钙颗粒
                    ",用于预防和补充儿童体内维生素及钙质的不足。,"
                        规格：3g*14袋
                    ","本品为复方制剂，每克含维生素B10.2毫克，维生素B20.1毫克，维生素C2.5毫克，维生素D270单位，葡萄糖酸钙150毫克（相当于钙13.5毫克），葡萄糖150毫克。
                        ",1.可见便秘。2.偶可发生高血钙及肾功能不全。3.过量长期服用可引起反跳性胃酸分泌增高。,用于预防和补充儿童体内维生素及钙质的不足。,1.严格按推荐剂量服用，需要增量服用时请咨询医师或药师。2.心、肾功能不全患者慎用。3.对本品过敏者禁用，过敏体质者慎用。4.本品性状发生改变时禁止使用。5.请将本品放在儿童不能接触的地方。6.儿童必须在成人监护下使用。7.如正在使用其他药....
"复方锌铁钙颗粒
                    ",用于锌、铁、钙缺乏引起的各种疾病。,"
                        规格：16袋(康芝)
                    ","本品为复方制剂，每包含葡萄糖酸亚铁100毫克（相当于铁12毫克）、葡萄糖酸锌30毫克（相当于锌4.3毫克）、葡萄糖酸钙400毫克（相当于钙36毫克）、维生素B23毫克。
                        ",1、可见胃肠道不适，如恶心、呕吐、上腹疼痛、便秘。2、本品可引起肠蠕动减少，可致便秘，并排泄黑便。,口服。成人，一次1包，一日3次；1～10岁儿童，一次1包，一日2次；6～12个月儿童，一日1包；6个月以下一日0.5包。,1、酒精中毒、肝炎、急性感染、肠道炎症、胰腺炎等患者慎用。2、不应与浓茶同服。3、不应与牛奶同时服用。4、本品宜在饭时或饭后服用，以减轻胃部刺激。5、对本品过敏者禁用，过敏体质者慎用。6、本品性状发生改变时禁止使用。7、请将本品放在儿童不能....
"瑞舒伐他汀钙片
                    ",适用于经饮食控制和其它非药物治疗（如：运动治疗、减轻体重）仍不能适当控制血脂异常的原发性高胆固醇血症（IIa型，包括杂合子家族性高胆固醇血症）或混合型血脂异常症（IIb型）。,"
                        规格：20mg*7片
                    ","本品主要成份为瑞舒伐他汀钙。
                        ",1.本品所见的不良反应通常是轻度的和短暂性的。在国外对照临床试验中，因不良事件而退出试验的患者不到4%。不良事件的频率按如下次序排列：常见（发生率＞1/100，＜1/10）；少见（＞1/1000，＜1/100）；罕见（＞1/10000，＜1....,1.口服。本品常用起始剂量为5mg，一日一次。2.瑞舒伐他汀钙片每日最大剂量为20mg。本品可在一天中任何时候给药，可在进食或空腹时服用。,1.对肾脏的作用：在高剂量特别是40mg治疗的患者中，观察到蛋白尿（试纸法检测），蛋白大多数来源于肾小管，在大多数病例，蛋白尿是短暂的或断断续续的。2.对骨骼肌的作用：在接受本品各种剂量治疗的患者中均有对骨骼肌产生影响的报道，如肌痛、肌病，....
