name,comp,chara,main_bene,adap_ill,usage,pre_cares
"咳宁胶囊
                    ",清热宣肺，化痰止咳。用于风热、痰热咳嗽，咯痰，痰色黄白或粘稠不畅。,"
                        规格：每粒装0.3g
                    ","猪胆汁提取物、浙贝母、桔梗。
                        ",尚不明确,口服，一次4粒，一日3次。,1.忌烟、酒及辛辣、生冷、油腻食物。
"医用退热贴
                    ",用于发热患者的局部降温。仅用于体表完整皮肤。,"
                        规格：50mm×120mm
                    ","本品由凝胶层、背衬层、盖衬层组成。凝胶层由纯化水、聚丙烯酸、酒石酸、杰马BP、亮蓝、甘油、AP-40F、交联聚维酮、羧甲基纤维素钠、聚丙烯酸钠、乙二胺四乙酸二钠、甘羟铝、二甲硅油、香精制成，背衬层为无纺布，盖衬层为聚丙烯薄膜。本品不含发挥药理学、免疫学或者代谢作用的成分。本品非无菌提供。
                        ",1、本品的使用对象为发热儿童、孕妇、成人及老人，儿童请在成人的监护下使用。,1、使用前请清洁贴敷部位皮肤，以免影响产品贴敷。,['无']
"壮骨麝香止痛膏
                    ",祛风湿、活血止痛。用于风湿关节、肌肉痛、扭伤。,"
                        规格：7厘米×10厘米
                    ","人工麝香、生草乌、生川乌、乳香、没药、生马钱子、丁香、肉桂、荆芥、防风、老鹳草、香加皮、积雪草、骨碎补、白芷、山柰、干姜、水杨酸甲酯、薄荷脑、冰片、樟脑、芸香浸膏、颠茄流浸膏。辅料为：橡胶、松香、氧化锌、羊毛脂、凡士林、液状石蜡、二甲基亚砜、抗氧剂1010。

                        ",本品可能引起瘙痒、刺痛、皮疹（如红斑、丘疹、水疱）、用药局部水肿、皮肤溃烂等，极个别有全身不适。,外用，贴于患处。,1.本品为外用药。2.切勿接触眼睛、口腔等黏膜处，使用后即洗手。3.忌食生冷、油腻食物。4.有出血倾向者慎用。5.糖尿病严重者慎用，以防止使用不当引起皮肤损伤。
"磷酸奥司他韦颗粒
                    ",1.用于2周龄及以上年龄患者的甲型和乙型流感治疗(磷酸奧司他韦能够有效治疗甲型和乙型流感，但是乙型流感的临床应用数据尚不多)。患者应在首次出现症状48小时以内使用。2.用于1岁及以上年龄人员的甲型和乙型流感的预防。,"
                        规格：0.9g( 按C16H28N2O4计)
                    ","赤藓糖醇、可溶性淀粉、糊精、聚维酮K30、糖精钠、乙酰磺胺酸钾、聚甘油脂肪酸酯、中链甘油三酸酯、二氧化硅、公什锦水果香精。
                        ",1.临床试验,本品用适量温开水配成悬浮液后口服。磷酸奥司他韦可以与食物同服或分开服用。但对一些病人，进食同时服药,1.精神神经性不良事件，流感可能会引起许多神经和行为症状，包括幻觉、谵妄和行为异常，有些病例中，还会引发致命性结果。这些事件可能出现在脑炎或脑病背景下，但也可能出现在无明显严重疾病的情况下。使用本品的流感患者，特别是儿童和青少年中，曾有惊厥....
"健脑补肾丸
                    ",健脑补肾，益气健脾，安神定志。用于脾肾两虚所致的健忘、失眠、头晕目眩、耳鸣、心悸、腰膝痠软、遗精；神经衰弱见上述证候者。,"
                        规格：15丸×8袋、 15丸×12袋、 15丸×24袋
                    ","丸剂
                        ",尚不明确,口服，一次15丸，一日2次,1.忌油腻食物。 
"复方倍氯米松樟脑乳膏
                    ",具有消炎、镇痛、止痒、抗苗、局部麻醉作用。用于虫咬皮炎、丘性荨麻疹、湿、接触性皮炎神经性皮炎、皮肤瘙痒。,"
                        规格：复方
                    ","本品为复方制剂，其组份为:每10克含薄荷脑0.35克、合成脑0.56克、水杨酸甲0.3克、冰片0.05克、麝香草酚0.025克、丙酸倍氣米松0.001克。辅料为:硬脂酸、单硬脂酸甘油酯、白凡士林、甘油、砂、三乙醇胺一甲形飙
                        ",偶见轻度红斑、丘疹和皮肤癌痒等刺激症状，若出现这些情况，应即用，必要时谓教医师。,外用，涂于忠处及周围，一日2-3次。,1.只限外用，避免接触眼睛及其他黏膜部位，严禁口服2.孕妇、哺乳期妇女慎用。3.15岁以下儿童使用本品请咨询医师，4.不宜大面积、长期使用，用药一周后症状未缓解，请咨询医师。5.连续使用不能超过4周，面部、腋下，腹股沟及外阴等皮肤细薄处连续....
"芦比前列酮软胶囊
                    ",本品适用于成人慢性特发性便秘的治疗。,"
                        规格：24μg
                    ","中连甘油三酸配、囊材(胶囊用明胶、山梨醇、黄氧化铁、纯化水)
                        ",恶心、腹泻、晕厥和低血压、呼吸困难,口服。与食物和水同服，胶囊整粒春服，不要拆分或咀。医生和患者应定期评估是否需要继续治疗。,恶心：服用本品患者可能会出现恶心。本品与食物同股可能会减轻恶心症状(见[不良反应)。
"海龙胶口服液
                    ",温补肾阳。用于肾阳不足所致的腰酸足软，精神萎糜，面色无华,"
                        规格：20ml*24支/ 20ml*40支
                    ","海龙、黄明胶、当归、川芎、肉苁蓉、黄芪、白芍、肉桂、枸杞子、陈皮、甘草（辅料：蔗糖、黄酒、山梨酸）
                        ",尚不明确,口服，一次40毫升（2支），一日1-2次,1．忌辛辣、生冷、油腻食物。2．感冒发热病人不宜服用。3．本品宜饭前服用。4．高血压、心脏病、肝病、肾病等慢性病患者应在医师指导下服用。5．服药2周症状无缓解，应去医院就诊。6．对本品过敏者禁用，过敏体质者慎用。7．本品性状发生改变时禁止使....
"健脑补肾口服液
                    ",健脑补肾，益气健脾，安神定志。用于健忘失眠，头晕目眩，耳鸣心悸，腰膝酸软，神经衰弱。,"
                        规格：10×10毫升/支/盒。
                    ","人参、鹿茸、狗鞭、肉桂、金牛草、牛蒡子（炒）、金樱子、杜仲（炭）、川牛膝、金银花、连翘、蝉蜕、山药、远志（甘草水制）、酸枣仁（炒）、砂仁 、当归、龙骨（煅）、牡蛎、茯苓 、白术（麸炒）、桂枝、甘草 、白芍、豆蔻  辅料：蔗糖、山梨酸
                        ",尚不明确,口服，一次10毫升，一日2-3次,1.忌油腻食物。
"龟鹿二仙口服液
                    ",温肾益精。用于久病肾虚，腰膝酸软，遗精阳痿,"
                        规格：每支装10ml
                    ","龟甲、鹿角、党参、枸杞子  辅料：蔗糖、山梨酸
                        ",尚不明确。,口服，一次10毫升（1支），一日3次,1、孕妇及小儿忌服。
"鹿角胶
                    ",温补肝肾，益精养血。适用于血虚头晕，腰膝酸冷、虚劳消瘦,"
                        规格：6g*18块 / 6g*100块 / 6g*1000块
                    ","鹿角经水煎煮、浓缩（可加入适量黄酒、冰糖、豆油）制成的固体胶
                        ",尚不明确。,烊化兑服，3～6g。或入丸、散、膏剂,1.忌油腻食物。 
"环酯红霉素干混悬剂（澳抒达）
                    ",本品主要适用于：,"
                        规格：0.15g*6袋
                    ","本品主要成份为环酯红霉素。化学名称：（2R,3S,4S,5R,6R,8R,9R,10R,11R,12S,13R)-3-[(2,6-二脱氧-3-C-甲基-3-O-甲基-α-L-核-己吡喃羰基)氧]-13-乙基-9-羟基-2，4，6，8,10,12-六甲基-5-[(3,4,6-三脱氧-3-(二甲胺基)-β-D-木-己吡喃羰基)氧]-14-氧杂十四元环-6,9-氧-1,9-二酮环11,12-碳酸酯。
                        ",本品的不良反应发生率较低，少数患者可能发生腹部不适、恶心、呕吐、腹泻、皮肤潮红、嗜酸粒细胞增多、发热，极少数患者可能发生可逆性听力损伤、伪膜性结肠炎、肝功能损伤。长期和反复使用本品可导致非敏感细菌(艰难梭菌)和霉菌(白色念珠菌)的过度生长。,将本品倒入杯中，加入适量凉开水，充分摇匀后口服。每12小时服用一次，空腹服用。,1.对本品及其他大环内酯类药物过敏者禁用。
"磷酸奥司他韦干混悬剂
                    ","1.用于成人和2周及以上儿童的甲型和乙型流感治疗(磷酸奥司他韦能够有效治疗甲型和乙型流感,但是乙型流感的临床应用数据尚不多)。患者应在首次出现症状48小时以内使用。","
                        规格：0.36g(按C16H28N2O4计)
                    ","本品活性成份为磷酸奥司他韦。
化学名称:(3R,4R,5S)-4-乙酰氨基-5-氨基-3-(1-乙基丙氧基)-1-环己烯-1-羧酸乙酯磷酸盐
分子式:C16H28N2O4 · H3PO4
分子量:410.40
辅料:山梨醇、黄原胶、无水枸橼酸单钠、糖精钠、苯甲酸钠、二氧化钛、混合浆果味香精。
                        ",详见说明书,"磷酸奥司他韦可以与食物同服或分开服用。但对一些病人,进食同时服药可","1.精神神经性不良事件,流感可能会引起许多神经和行为症状,包括幻觉、谵妄和行为异常,有些病例中,还会引发致命性结果。这些事件可能出现在脑炎或脑病背景下,但也可能出现在无明显严重疾病的情况下。"
"小儿咳喘灵口服液（非浓缩型）
                    ",宣肺、清热，止咳、祛痰。用于上呼吸道感染引起的咳嗽。,"
                        规格：每支装10毫升
                    ","麻黄、金银花、苦杏仁、板蓝根、石膏、甘草、瓜蒌。辅料为甜菊糖苷、苯甲酸钠。
                        ",监测数据显示，小儿咳喘灵制剂有以下不良反应报告:皮疹、瘙痒、腹泻、腹痛、腹部不适、恶心、呕吐、口干、食欲减退、头晕、头痛、乏力、过敏反应等。,口服，2岁以内一次5毫升;3~4岁一次7.5毫升，5~7岁一次10毫升，一日3~4次。,1.忌食生冷辛辣食物。
"清热解毒口服液
                    ",清热解毒。用于热毒壅盛所致的发热面赤、烦躁口渴、咽喉肿痛;流感、上呼吸道感染  见上述证候者。,"
                        规格：每支装10毫升
                    ","石膏、金银花、玄参、地黄、连翘、栀子、甜地丁、黄芩、龙胆、板蓝根、知母、麦冬。
                        ",详见说明书,口服。一次10~20毫升，一日3次，儿童酌减;或遵医嘱,1.忌烟、酒及辛辣、生冷、油腻食物。
"炎宁糖浆
                    ",清热解毒，消炎止痢。用于上呼吸道感染，扁桃体炎，尿路感染，急性菌痢，肠炎,"
                        规格：每1ml相当于饮片3.125g
                    ","鹿茸草、白花蛇舌草、鸭跖草。
                        ",尚不明确。,口服。一次10ml，一日3~4次;儿童酌减,尚不明确。
"泌宁胶囊
                    ",清热解毒，利尿通淋。用于湿热蕴结所致的小便黄赤，灼热刺痛，小腹拘急等。,"
                        规格：每粒装0.3g
                    ","酢浆草、车前草、石椒草。
                        ",尚不明确。,口服，一次3粒，一日3次。,服药期间忌烟、酒等辛辣食物。
"感冒止咳颗粒
                    ",清热解表，止咳化痰。用于外感风热所致的感冒，症见发热恶风、头痛鼻塞、咽喉肿痛、咳嗽、周身不适。,"
                        规格：每袋装3克(相当于饮片6克)
                    ","柴胡、山银花、葛根、青蒿、连翘、黄芩、桔梗、苦杏仁、薄荷脑。辅料为三氯蔗糖、倍他环糊精、糊精。

                        ",尚不明确。,开水冲服。一次1袋，一日3次。,1 忌烟、酒及辛辣、生冷、油腻食物。 2 不宜在服药期间同时服用滋补性中成药。 3 风寒感冒者不适用，其表现为恶寒重，发热轻，无汗，头痛，鼻塞，流清涕，喉痒咳嗽。 4 高血压、心脏病、肝病、肾病等慢性病严重者应在医师指导下服用。 5 服药三....
"麦味地黄口服液
                    ",滋肾养肺。用于肺肾阴亏，潮热盗汗，咽干，眩晕耳鸣，腰膝酸软,"
                        规格：每支装10毫升(无糖型)
                    ","麦冬、五味子、熟地黄、山茱萸(制)、牡丹皮、山药、茯苓、泽泻。辅料为阿司帕坦、苯甲酸钠。
                        ",尚不明确,口服，一次10毫升，一日2次。,1、忌油腻食物。
"参术儿康糖浆
                    ",健脾和胃，益气养血。用于脾胃虚弱所致的小儿疳积，食欲不振，睡眠不安，多汗及营养不良性贫血。,"
                        规格：每瓶装10毫升
                    ","白术（麸炒） 、茯苓、山楂（炒） 、山药（炒） 、白扁豆（炒） 、六神曲（炒） 、麦芽（炒） 、炙黄芪、太子参、蜂王浆、 制何首乌、当归等16昧。
                        ",尚不明确。,口服，二岁以下一次10~15毫升;三至四岁一次20毫升;五至六岁一次30毫升，一日3次。,1.忌食生冷油腻及不易消化食物。2.婴儿应在医师指导下服用。3.感冒时不宜服用。4.长期厌食，体弱消瘦者，应去医院就诊。5.患儿如自汗多、夜寐易惊、睡少等应注意是否为佝偻病，以免延误治疗。6.服药7天症状无缓解，应去医院就诊。7.对本品过敏....
"藿香正气软胶囊
                    ",解表化湿，理气和中。用于外感风寒、内伤湿滞或夏伤暑湿所致的感冒，症见头痛昏重、胸膈痞闷、脘腹胀痛、呕吐泄泻；胃肠型感冒见上述证候者。,"
                        规格：每粒装0.45g
                    ","苍术、陈皮、厚朴（姜制）、白芷、茯苓、大腹皮、生半夏、甘草浸膏、广藿香油、紫苏叶油。辅料为。
                        ",本品可能引起恶心、呕吐、皮疹、瘙痒、头晕等。,  口服。一次2～4粒，一日2次,1.忌烟、酒及辛辣、生冷、油腻食物，饮食宜清淡。2.不宜在服药期间同时服用滋补性中药。3.有高血压、心脏病、肝病、糖尿病、肾病等慢性病严重者应在医师指导下服用。4.儿童、孕妇、哺乳期妇女慎用，且应有医师指导；年老体弱者应在医师指导下服用。5....
"盐酸氨基葡萄糖胶囊
                    ",用于治疗和预防全身所有部位的骨关节炎，包括膝关节、肩关节、髋关节、手腕关节、颈及脊椎关节和踝关节等。可缓解和消除骨关节炎的疼痛、肿胀等症状，改善关节活动功能。,"
                        规格：0.75g
                    ","本品每粒含盐酸氨基葡萄糖0.75克，辅料为硬脂酸镁。
                        ",轻度的胃肠不适，如恶心、便秘、腹胀、腹痛和腹泻;轻度的头痛、乏力和困倦，偶见轻度嗜睡;有些患者可能出现过敏反应，包括皮疹、瘙痒和皮肤红斑。此外，有引起视觉障碍、脱发、支气管哮喘和血糖升高的报道。,口服，一次1粒，一日2次，吃饭时或饭后服用。6周为一个疗程或根据需要延长。每年重复治疗2-3次。,1.本品宜在进餐时或餐后服用，可减少胃肠道不适，特别是有胃溃疡的患者。
"乙酰半胱氨酸泡腾片
                    ",用于治疗分泌大量浓稠痰液的慢性阻塞性肺病(COPD)、慢性支气管炎(CB)、肺气肿(PE)等慢性呼吸系统疾病。,"
                        规格：0.6g*2片*5板
                    ","本品主要成分为乙酰半胱氨酸。
                        ",['无'],"成人；每次0.6g(每次1片),每日1～2次或遵医嘱。应将本品溶于半杯温开水中(≤40℃),如有必要可用汤匙搅押。最好在晚上服用。",['无']
"参鹿茶
                    ","温肾助阳。用于肾阳虚症,症见腰膝酸软,畏寒肢冷。","
                        规格：每袋装4克
                    ","人参、丹参、鹿茸、枸杞子、淫羊藿、韭菜子、蛇床子。辅料为绿茶。
                        ",尚不明确。,"开水泡服,一次1袋,一日2次。",1.忌辛辣、生冷、油腻食物。
"酮洛芬贴片
                    ",主要用于类风湿性关节炎、骨关节炎的症状缓解。,"
                        规格：每片7cm×10cm,含酮洛芬20mg。
                    ","本品主要成份为酮洛芬。
                        ","偶有用药部位发生散在皮疹、皮肤潮红、瘙痒等不良反应,大剂量应用时,可能出现胃部刺激症状。","局部外用,除去防粘纸,贴敷于患处。一日一次，每日用量不超过8贴。",['无']
"盐酸贝凡洛尔片
                    ",原发性高血压,"
                        规格：50mg：每片含盐酸贝凡洛尔50mg
                    ","50mg:为薄膜衣片，除去包衣后显白色
                        ",1.日本上市许可时及其后的不良反应统计结果：,口服，成人常用剂量为50mg/次，每日二次。如降压效果不佳时，可将剂量增加至100mg/次，每日二次。可根据病人的症状调整剂量。,1.按照处方应用并遵医嘱。
"盐酸贝凡洛尔片
                    ",原发性高血压,"
                        规格：50mg：每片含盐酸贝凡洛尔50mg
                    ","50mg:为薄膜衣片，除去包衣后显白色
                        ",1.日本上市许可时及其后的不良反应统计结果：,口服，成人常用剂量为50mg/次，每日二次。如降压效果不佳时，可将剂量增加至100mg/次，每日二次。可根据病人的症状调整剂量。,1.按照处方应用并遵医嘱。
"盐酸贝凡洛尔片
                    ",原发性高血压,"
                        规格：50mg：每片含盐酸贝凡洛尔50mg
                    ","50mg:为薄膜衣片，除去包衣后显白色
                        ",1.日本上市许可时及其后的不良反应统计结果：,口服，成人常用剂量为50mg/次，每日二次。如降压效果不佳时，可将剂量增加至100mg/次，每日二次。可根据病人的症状调整剂量。,1.按照处方应用并遵医嘱。
"柠檬烯胶囊
                    ",适用于胆囊炎、胆管炎、胆结石、胆道术后综合征。,"
                        规格：每粒含柠檬烯（C10H16）应不得少于75.0mg。
                    ","本品主要成份为柠檬烯。
化学名称：1-甲基-4-（1-甲基乙烯基）环已烯。
化学结构式为：分子式：C10H16，分子量：136.23
                        ",部分患者用药后有轻度口干现象；少数患者可出现头昏、乏力、心悸、便秘、口唇疱疹等。,口服。每次3～5粒，每日3次，胆道疾病3周为一疗程。,1. 当药品性状发生改变时禁止服用。
"疏肝益阳胶囊
                    ","疏肝解郁，活血补肾。用于肝郁肾虑和肝郁肾虚兼血瘀证所致功能性阳痿和轻度动脉供血不足性阳痿。症见阳痿。阴茎痿软不举或举而不坚，胸闷善太息，胸胁胀满,腰膝酸软，舌淡或有瘀斑，","
                        规格：每粒装0.25克
                    ","蒺藜、柴胡、蜂房、地龙、水蛭、九香虫、紫梢花、蛇床子、远志
肉苁蓉、菟丝子、五味子、巴戟天、蜈蚣、石菖蒲。
                        ",尚不明确,口服。一次4粒，一日3次，4周为一疗程。,1.感冒期间停用。
"妇炎消胶囊
                    ",苗医:蒙凯:嘎井朗罗，巢窝蒙秋，布发讲港中医:清热解毒，行气化瘀，除湿止带。用于湿热所致的带下，痛经。,"
                        规格：每粒装0.45克
                    ","酢浆草、败酱草、天花粉、大黄、牡丹皮、苍术、乌药
                        ",个别患者偶有轻微腹泻，停药后可自行消失,口服，一次3粒，一日3次；经期无需停药,1.禁食辛辣、生冷、油腻食物。
"岩鹿乳康片
                    ",彝医:补知凯扎诺，且凯色土。,"
                        规格：每片重0.4g
                    ","岩陀、鹿衔草、鹿角霜。辅料为: 玉米淀粉、滑石粉、微晶纤维素。
                        ",尚不明确,口服。一次3~5片，一日3次;饭后服用。月经前15天开始服，至月经来时停药。,尚不明确。
"金芪降糖片
                    ",清热益气。用于消渴病气虚内热证，症见口渴喜饮，易饥多食，气短乏力。轻、中型2型糖尿病见上述证候者。,"
                        规格：每片重0.56g
                    ","黄连、黄芪、金银花。
                        ",偶见呕吐，腹泻，胃痛。,饭前半小时服用。一次2-3片，一日3次，疗程3个月或遵医嘱。,1、有严重冠心病或心肌供血不足病史者使用时应密切观察。
"京万红软膏
                    ","活血解毒,消肿止痛去腐生肌。用于轻度水、火烫伤疮疡肿痛,创面溃烂。","
                        规格：每支装20g
                    ","地榆、地黄、当归、桃仁、黄连、木鳖子、罂粟壳、血余炭、棕榈、半边莲、土鳖虫、穿山甲、白蔹、黄柏、紫草、金银花、红花、大黄、苦参、五倍子、槐米、木瓜、苍术、白芷、赤芍、黄芩、胡黄连、川芎、栀子、乌梅、冰片、血竭、乳香、没药。辅料为麻油、蜂蜡。
                        ",尚不明确,"用生理盐水清理创面,涂敷本品或将本品涂于消毒纱布上,敷盖创面,消毒纱布包扎,每日换药一次。","1、京万红为外用药,不可内服。孕妇慎用；2、本药使用时应注意全身情况,如有高烧、全身发抖等症状时,应及时去医院就诊；3、重度烧烫伤时不宜自我治疗,应去医院就诊；4、烫伤局部用药一定要注意创面的清洁干净,在清洁的环境下最好采用暴露疗法；5、轻...."
"牙痛停滴丸
                    ",止痛消肿。用于风火牙痛，牙周炎及冠周炎引起的牙痛。,"
                        规格：每丸重40毫克。
                    ","荜茇、丁香、冰片，辅料为聚乙二醇6000、薄膜包衣预混剂、滑石粉。
                        ",本品可能引起口麻、流唾液、恶心等,一次2丸，置于患处，一日3次。,1.用药期间忌食酒、辛辣和油腻食物。
"头孢克洛干混悬剂
                    ",希刻劳“适用于治疗下列敏感菌株引起的感染：,"
                        规格：0.125g
                    ","本品活性成份为头孢克洛
                        ",与头孢克洛治疗有关的不良反应有：,希刻劳均由口服,一般注意事项：长期使用头孢克洛，会使不敏感菌株大量繁殖。因此，对病人细心观察是必不可少的。如果治疗期间发生二重感染，必须采取适当措施。
