name,comp,chara,main_bene,adap_ill,usage,pre_cares
"止血镇痛胶囊
                    ",止血镇痛，化淤消肿。用于计划生育术后，（安、取节育环，人工流产）出血，痛经，功能性子宫出血及跌打损伤，骨折，腰部扭伤疼痛。,"
                        规格：0.35g*10粒*2板
                    ","独一味。
                        ",1.消化系统：胃（脘）不适、腹痛、腹胀、腹泻、恶心、呕吐、口干等，有肝生化指标异常报告病例2.全身性反应：疼痛、水肿、乏力、潮红、过敏反应等。3.皮肤：皮疹、瘙痒等。4.神经系统：头晕、头痛等。5.心血管系统：心悸、胸闷等。6.其他：有鼻衄....,口服，1次2~3粒，一日3次，或遵医嘱,1.严格按照药品说明书规定的功能主治及用法用量使用。2.目前尚无儿童应用本品的系统研究资料，不建议儿童使用。3.用药后一旦出现潮红、皮疹、瘙痒、心悸、胸闷、憋气、血压下降等可能与严重不良反应有关的症状时，应立即停药并就医。
"头孢羟氨苄颗粒
                    ",主要用于葡萄球菌、链球菌、肺炎球菌等引起的呼吸道、生殖泌尿道、皮肤软组织、消化道等感染性疾病。,"
                        规格：125mg*12袋（毅达）
                    ","头孢羟氨苄
                        ",少数人有恶心、食欲下降、皮疹等，停药后自行消失。,口服：溶于40℃以下的温开水内口服。成人一天1～2g，分2～3次服；小儿一天30mg/kg体重，分2次服。或遵医嘱。,对青霉素过敏者、肾功能明显损害者、有胃肠道(特别是结肠炎)病史者。本品不宜长期服用，以免引起假膜性肠炎。
"辛伐他汀片
                    ",1.高脂血症：(1)对于原发性高胆固醇血症、杂合子家族性高胆固醇血症或混合性高胆固醇血症的患者，当饮食控制及其他非药物治疗不理想时，辛伐他汀可用于降低升高的总胆固醇、低密度脂蛋白胆固醇、载脂蛋白B和甘油三脂。且辛伐他汀升高高密度脂蛋白胆固醇....,"
                        规格：20mg*14片
                    ","辛伐他汀片主要成份为辛伐他汀。化学名：2，2－二甲基丁酸（4R，6R）-6-[2-[（1S，2S，6R，8S，8ɑR）-1，2，6，7，8，8ɑ-六氢-8-羟基-2，6-二甲基-1-萘基]乙基]四氢-4-羟基-2H-吡喃-2-酮-8-酯分子式：C25H38O5分子量：418.57
                        ",辛伐他汀一般耐受性良好，大部分不良反应轻微且为一过性。在临床对照研究中不足2%的病人因辛伐他汀的不良反应而中途停药。在临床对照研究中，与药物有关的发生率≥1%的不良反应有腹痛、便秘、胃肠胀气，发生率在0.5%～0.9%的不良反应有疲乏无力、....,口服，如需要可掰开服用。1.高胆固醇血症：一般起始剂量为每天10mg，晚间顿服。对于胆固醇水平轻至中度升高的患者，起始剂量为每天5mg。若需调整剂量，应间隔四周以上，大剂量为每天40mg，晚间顿服。应定期监测胆固醇水平，如果胆固醇水平明显低....,1.病人接受辛伐他汀治疗以前应接受标准胆固醇饮食并在治疗过程中继续使用。2.肝脏反应。本药应慎用在大量饮酒和/或有肝病历史的病人。有活动性肝病或无法解释的氨基转移酶升高者应禁用辛伐他汀。在临床实验中，有少数服用辛伐他汀的患者有显著的血清氨基....
"复方左炔诺孕酮片
                    ",用于女性口服避孕。,"
                        规格：22片
                    ","左炔诺孕酮0.15mg、炔雌醇0.03mg。
                        ",1.类早孕反应：表现为恶心、呕吐、困倦、头晕、食欲缺乏。2.突破性出血（多发生在漏服药时，必要时可每晚加服炔雌醇0.01毫克），闭经。3.精神压抑、头痛、疲乏、体重增加，面部色素沉着。4.肝功能损害或使肝良性腺瘤相对危险性增高。5.35岁以....,口服，从每次月经来潮的第5日开始服药，每日1片，连服22日，不能间断或遗漏，服完后等下次月经来潮的第5日，再继续服药。,1.服用本品时应当每年进行体检，在体检过程中向医师说明正在服用复方左炔诺孕酮片。2.出现下列症状时应停药：怀疑妊娠、血栓栓塞病、视觉障碍、高血压、肝功能异常、精神抑郁、缺血性心脏病等。3.按规定方法服药，漏服药不仅可发生突破性出血，还可导致....
"调经促孕丸
                    ",温肾健脾，活血调经。用于脾肾阳虚、瘀血阻滞所致的月经不调、闭经、痛经、不孕，症见月经后错、经水量少、有血块、行经小腹冷痛、经水日久不行、久不受孕、腰膝冷痛。,"
                        规格：5g*5袋
                    ","鹿茸(去毛)、淫羊藿(炙)、仙茅、续断、桑寄生、菟丝子、枸杞子、覆盆子、山药、莲子(去心)、茯苓、黄芪、白芍、酸枣仁(炒)、钩藤、丹参、赤芍、鸡血藤。
                        ",尚不明确。,口服。一次1袋/瓶，一日2次。自月经周期第五天起连服20天；无周期者每月连服20天，连服三个月或遵医嘱。,['无']
"辛伐他汀片
                    ",1.高脂血症：(1)对于原发性高胆固醇血症、杂合子家族性高胆固醇血症或混合性高胆固醇血症的患者，当饮食控制及其他非药物治疗不理想时，辛伐他汀可用于降低升高的总胆固醇、低密度脂蛋白胆固醇、载脂蛋白B和甘油三脂。且辛伐他汀升高高密度脂蛋白胆固醇....,"
                        规格：10mg*10片
                    ","薄膜衣片，除去薄膜衣后显白色或类白色。
                        ",辛伐他汀一般耐受性良好，大部分不良反应轻微且为一过性。在临床对照试验中只有少于2%的病人因辛伐他汀的不良反应而中途停药。在已有对照组的临床试验中，不良反应(分为可能、可疑或肯定)与药物有关的发生率大于或等于1%的有：腹痛、便秘、胃肠胀气。发....,1.口服：如需要可掰开服用。(1)高胆固醇血症：一般始服剂量为每天10mg，晚间顿服。对于胆固醇水平轻至中度升高的患者，始服剂量为每天5mg。若需调整剂量则应间隔四周以上，最大剂量为每天40mg，晚间顿服。当低密度脂蛋白胆固醇水平降至75m....,1.病人接受辛伐他汀治疗以前应接受标准胆固醇饮食并在治疗过程中继续使用。2.肝脏反应。本药应慎用在大量饮酒和/或有肝病历史的病人。有活动性肝病或无法解释的氨基转移酶升高者应禁用辛伐他汀。在临床实验中，有少数服用辛伐他汀的患者有显著的血清氨基....
"醋氯芬酸片
                    ",1.本品适用于经饮食控制和其它非药物治疗(如：运动治疗、减轻体重)仍不能适当控制血脂异常的原发性高胆固醇血症(Ⅱa型，包括杂合子家族性高胆固醇血症)或混合型血脂异常症(Ⅱb型)。2.本品也适用于纯合子家族性高胆固醇血症的患者，作为饮食控制和....,"
                        规格：5mg*14粒
                    ","本品为胶囊剂，内容物为白色或类白色颗粒。
                        ",1.对肾脏的作用。在高剂量特别是40mg治疗的患者中，观察到蛋白尿(试纸法检测)，蛋白大多数来源于肾小管，在大多数病例，蛋白尿是短暂的或断断续续的。2.对骨骼肌的作用。在接受本品各种剂量治疗的患者中均有对骨骼肌产生影响的报道，如肌痛、肌病，....,1.在治疗开始前，应给予患者标准的降胆固醇饮食控制，并在治疗期间保持饮食控制。本品的使用应遵循个体化原则，综合考虑患者个体的胆固醇水平、预期的心血管危险性以及发生不良反应的潜在危险性。2.口服：本品常用起始剂量为5mg，一日一次。起始剂量的....,['无']
"阿莫西林克拉维酸钾片(7：1)
                    ",本品适用于敏感菌引起的各种感染，如：1上呼吸道感染：鼻窦炎、扁桃体炎、中耳炎等。2下呼吸道感染：急性支气管炎、慢性支气管炎急性发作、大叶性肺炎、支气管肺炎等。3生殖泌尿道感染：膀胱炎、尿道炎、肾盂肾炎等。4皮肤和软组织感染：疖、脓肿、蜂窝组....,"
                        规格：1g*6片
                    ","本品为白色或类白色椭圆形薄膜衣片。
                        ",1.与阿莫西林类似，本品偶有胃肠道反应：腹泻、消化不良、恶心、呕吐。饭前服用可缓解症状。2.偶可出现荨麻疹及红斑疹。但在停药后可自行消退。,口服。成人及12岁以上儿童：每次一片，每日二次。饭前服用。药片应整粒吞服，不可掰开。,肝肾功能不全的患者慎用；使用抗凝剂治疗的患者慎用；肌酸酐清除率小于30ml/min的患者，不得使用本品。
"盐酸左氧氟沙星片
                    ",本品适用于敏感细菌所引起的下列轻、中度感染；呼吸系统感染：急性支气管炎、慢性支气管炎、慢性支气管炎急性发作、弥漫性细支气管炎、支气管扩张合并感染、肺炎、咽喉炎、扁桃体炎（扁桃体周围脓肿）；泌尿系统感染：肾盂肾炎、复杂性尿路感染等；生殖系统感....,"
                        规格：0.2g*10片
                    ","本品主要成份为盐酸左氧氟沙星。
                        ",盐酸左氧氟沙星用药期间可能出现不良反应：消化系统：有时会出现恶心、呕吐、腹部不适、腹泻、食欲不振、腹痛、消化不良等;过敏症：偶有浮肿、荨麻疹、发热感、光过敏症以及有时会出现皮疹、瘙痒、红斑等症状;神经系统：偶有震颤、麻木感、视觉异常、耳鸣、....,口服。成人每日200mg~300mg，分2~3次口服。病情较重者，每日最大剂量可增至600mg，分3次口服。另外，可根据感染的种类及症状适当增减。,1.肾功能不全者应减量或延长给药间期，重度肾功能不全者慎用。推荐的剂量调整方案如下：肌酐清除率：70~40ml/min1次100mg，1日2次;40~≥20ml/min1次100mg，1日1次;2.有中枢神经系统疾病及有癫痫史患者应慎用。3....
"妇科养荣丸
                    ",补养气血，疏肝解郁，祛瘀调经。用于气血不足，肝郁不舒，月经不调，头晕目眩，血漏血崩，贫血身弱及不孕症。,"
                        规格：24丸*2板
                    ","当归、白术、熟地黄、川芎、白芍（酒炒）、香附(醋制)、益母草、黄芪、阿胶、杜仲等16味
                        ",尚不明确。,口服，一次8丸，一日3次。,1.药品性状发生改变时禁止服用。2.儿童必须在成人的监护下使用。
"氟康唑片
                    ",本品用于。1.念珠菌病：用于治疗口咽部和食管念珠菌感染；播散性念珠菌病，包括腹膜炎、肺炎、尿路感染等；念珠菌外阴阴道炎。尚可用于骨髓移植患者接受细胞毒类药物或放射治疗时，预防念珠菌感染的发生。2.隐球菌病：用于治疗脑膜炎以外的新型隐球菌病或....,"
                        规格：50mg*3片
                    ","本品主要成分为氟康唑。
                        ",1.常见消化道反应，表现为恶心、呕吐、腹痛或腹泻等。2.过敏反应：可表现为皮疹，偶可发生严重的剥脱性皮炎（常伴随肝功能损害)、渗出性多形红斑。3.肝毒性：治疗过程中可发生轻度一过性血清氨基转移酶升高，偶可出现肝毒性症状，尤其易发生于有严重基....,口服给药。成人。1.播散性念珠菌病：首次剂量0.4g，以后一次0.2g，一日1次，至少4周，症状缓解后至少持续2周。2.食管念珠菌病：首次剂量0.2g，以后一次0.1g，一日1次，持续至少3周，症状缓解后至少持续2周。根据治疗反应，也可加大....,1.本品与其他吡咯类药物可发生交叉过敏反应，因此对任何一种吡咯类药物过敏者禁用本品。2.由于本品主要自肾排出，因此治疗中需定期检查肾功能。用于肾功能减退患者需减量应用。3.本品目前在免疫缺陷者中的长期预防用药，已导致念珠菌属等对氟康唑等吡咯....
"罗红霉素干混悬剂
                    ",1.适应于敏感菌株引起的下列感染：(1)上呼吸道感染。(2)下呼吸道感染。(3)耳鼻喉感染。(4)生殖器感染(淋球菌感染除外)。(5)皮肤软组织感染。2.也可用于支原体肺炎、沙眼衣原体感染及军团病等。,"
                        规格：50mg*6袋
                    ","本品主要成份为罗红霉素，化学名为9-[0-(2-甲氧基乙氧基)-甲基]肟]红霉素。其化学结构式为：分子式：C41H76N2O15分子量：837.03
                        ",1.可见胃肠道反应：恶心、呕吐、畏食、腹痛。2.可见肝功能异常：丙氨酸氨基转移酶(ALT)及天门冬氨酸氨基转移酶(AST)升高。3.可见皮疹。,1.成人：一次0.15g(3袋)，一日2次，或遵医嘱。2.儿童：(1)6～11kg的儿童，早、晚各25mg(半袋)，或遵医嘱。(2)12～23kg的儿童，早、晚各50mg(1袋)，或遵医嘱。(3)24～40kg的儿童，早、晚各0.1g(2袋....,1.忌与麦角胺及二氢麦角胺配伍。2.肝、肾功能不全者慎用。
"盐酸左氧氟沙星片
                    ",本品适用于敏感细菌所引起的下列轻、中度感染：呼吸系统感染：急性支气管炎、慢性支气管炎、慢性支气管炎急性发作、弥漫性细支气管炎、支气管扩张合并感染、肺炎、咽喉炎、扁桃体炎（扁桃体周围脓肿）；泌尿系统感染：肾盂肾炎、复杂性尿路感染等；生殖系统感....,"
                        规格：0.25g*14片
                    ","本品主要成份为：盐酸左氧氟沙星。其化学名称为：(-)-(S)-9-氟-2,3-二氢-3-甲基-10-(4-甲基-1-哌嗪基)-7-氧-7H-吡啶并[1,2,3-de]-[1,4]苯并噁嗪-6-羧酸盐酸盐-水合物。分子式C18H20FN3O4&#183;HCl&#183;H2O分子量：415.85
                        ",本品为盐酸左氧氟沙星，其活性成分为左氧氟沙星，文献报道的左氧氟沙星的相关情况如下：1.严重的和其他重要的不良反应下述严重和其他重要的不良反应已在【注意事项】中详细说明：肌腱炎和肌腱断裂、重症肌无力恶化、超敏反应、其他严重和有时致命的反应、肝....,口服，成人一次0.5g，一日1次。具体推荐剂量见下表（表1）（表1）肾功能正常病人推荐用法用量,本品为盐酸左氧氟沙星，其活性成分为左氧氟沙星，文献报道的左氧氟沙星的相关情况如下：1.肌腱炎和肌腱断裂所有年龄组患者，使用包括左氧氟沙星在内的氟喹诺酮类抗生素进行治疗的患者可能发生肌腱炎和肌腱断裂的危险性增加。最常见的不良反应包括Achil....
"瑞舒伐他汀钙片
                    ",适用于经饮食控制和其它非药物治疗（如：运动治疗、减轻体重）仍不能适当控制血脂异常的原发性高胆固醇血症（IIa型，包括杂合子家族性高胆固醇血症）或混合型血脂异常症（IIb型）。,"
                        规格：20mg*7片
                    ","本品主要成份为瑞舒伐他汀钙。
                        ",1.本品所见的不良反应通常是轻度的和短暂性的。在国外对照临床试验中，因不良事件而退出试验的患者不到4%。不良事件的频率按如下次序排列：常见（发生率＞1/100，＜1/10）；少见（＞1/1000，＜1/100）；罕见（＞1/10000，＜1....,1.口服。本品常用起始剂量为5mg，一日一次。2.瑞舒伐他汀钙片每日最大剂量为20mg。本品可在一天中任何时候给药，可在进食或空腹时服用。,1.对肾脏的作用：在高剂量特别是40mg治疗的患者中，观察到蛋白尿（试纸法检测），蛋白大多数来源于肾小管，在大多数病例，蛋白尿是短暂的或断断续续的。2.对骨骼肌的作用：在接受本品各种剂量治疗的患者中均有对骨骼肌产生影响的报道，如肌痛、肌病，....
"妇月康胶囊
                    ",活血、祛瘀，止痛。用于产后恶露不行，少腹疼痛，也可试用于上节育环后引起的阴道流血，月经过多。,"
                        规格：0.6g*12粒*2板
                    ","川芎,甘草(炙),桃仁,干姜(炭),益母草,红花,徐长卿。
                        ",尚不明确。,口服。一次4粒，一日2～3次。,尚不明确。
"清宫长春片
                    ",补肾益精，强筋壮骨，延缓衰老。用于神衰体弱，精力不足，健忘易倦，头晕耳鸣，腰痛膝酸，性欲减退，畏寒肢冷。,"
                        规格：0.28g*18片*2板*10包
                    ","人参、当归、白芍、天冬、牛膝、茯苓、五味子、石菖蒲、枸杞子、麦冬、地黄、熟地黄、远志、覆盆子、杜仲、木香、花椒、菟丝子（制）、地骨皮、山药、山茱萸(制)、柏子仁、泽泻、肉苁蓉。
                        ",尚不明确。,口服。一次2～4片，一日2～3次。,尚不明确。
"辛伐他汀片
                    ",1.高脂血症：(1)对于原发性高胆固醇血症、杂合子家族性高胆固醇血症或混合性高胆固醇血症的患者，当饮食控制及其他非药物治疗不理想时，本品可用于降低升高的总胆固醇、低密度脂蛋白胆固醇、载脂蛋白B和甘油三脂。且本品升高高密度脂蛋白胆固醇，从而降....,"
                        规格：10mg*28片
                    ","辛伐他汀。
                        ",本品一般耐受性良好，大部分不良反应轻微且为一过性。在对照临床研究中不足2%的患者因本品的不良反应而中途停药。在上市前的对照临床研究中，研究者认为与药物有关（分为可能、很可能或肯定）且发生率≥1%的不良反应有腹痛、便秘和胃肠胀气；发生率为0.....,病人接受本品治疗以前应接受标准胆固醇饮食并在治疗过程中继续使用。高胆固醇血症：一般始服剂量为每天10mg，晚间顿服。对于胆固醇水平轻至中度升高的患者，始服剂量为每天5mg。若需调整剂量则应间隔四周以上，最大剂量为每天40mg，晚间顿服。当低....,肌病/横纹肌溶解辛伐他汀偶尔能引起肌病，表现为肌肉痛、触痛或乏力，并伴随肌酸激酶（CK）升高，超过正常上限的10倍。肌病有时形成横纹肌溶解，伴或不伴继发于肌红蛋白尿的急性肾功能衰竭，由此发生的致命性事件罕见。血浆中HMG-CoA还原酶抑制剂....
"安阳固本膏
                    ",温肾暖宫，活血通络。用于女子宫寒不孕，经前腹痛，月经不调；男子精液稀薄，精子少，腰膝冷痛。,"
                        规格：25g*1张
                    ","乌药、白芷、木通、当归、赤芍、大黄、续断、椿皮、川牛膝、杜仲、附子、锁阳、红花、巴戟天、艾叶、香附、肉桂、益母草、金樱子、血竭、乳香、没药、儿茶。
                        ",尚不明确。,加温软化，贴于脐部。,忌酒及辛辣、寒凉食物。孕妇忌用。
"阿奇霉素分散片
                    ",?本品适用于敏感细菌所引起的下列感染：1.中耳炎、鼻窦炎、咽炎、扁桃体炎等上呼吸道感染。2.支气管炎、肺炎等下呼吸道感染。皮肤和软组织感染。3.沙眼衣原体所致单纯性生殖器感染。4.非多重耐药淋球菌所致的单纯性生殖器感染(需排除梅素螺旋体的合....,"
                        规格：0.1g*10片
                    ","本品主要成份阿奇霉素。
                        ",病人对本品的耐受性良好，不良反应发生率较低，因不良反应而中断治疗者约0.3%。不良反应中消化道反应占大多数，主要症状包括腹泻(稀便)、上腹部不适(疼痛或痉挛)、恶心、呕吐，偶见腹胀。一般为轻至中度。偶见肝氨基转移酶可逆性升高，发生率与其它大....,以阿奇霉素分散片治疗感染疾病，服用前用水分散后口服直接吞服。其疗程及使用方法如下：1.沙眼衣原体或敏感淋病奈瑟菌所致性传播疾病，仅需单次口服本品1g。2.治疗小儿咽炎、扁桃体炎，一日按体重12mg/kg顿服(一日最大量不超过0.5g)，连用....,1.轻度肾功能不全患者(肌酐清除率2.由于肝胆系统是阿奇霉素排泄的主要途径，肝功能不全者慎用，严重肝病患者不应使用。用药期间定期随访肝功能。3.如同其他抗生素制剂一样，在本品疗程中，应对非敏感菌包括真菌所致的二重感染征象进行观察。4.用药期....
"保胎灵
                    ",补肾，固冲，安胎。用于先兆流产，习惯性流产及因流产引起的不孕症。,"
                        规格：60片（药圣谷）
                    ","熟地黄、牡蛎、五味子、阿胶、槲寄生、巴戟天、白术、山药、白芍、龙骨、续断、枸杞子、杜仲、菟丝子。
                        ",尚不明确。,口服，一次5片，一日3次。,尚不明确。
"依折麦布片
                    ","原发性高胆固醇血症本品作为饮食控制以外的辅助治疗,可单独或与HMG-CoA还原酶抑制剂（他汀类）联合应用于治疗原发性（杂合子家族性或非家族性）高胆固醇血症，可降低总胆固醇（TC）、低密度脂蛋白胆固醇(LDL-C)、载脂蛋白B(ApoB)。纯....","
                        规格：10mg*5片
                    ","本品为白色或粪白色片。
                        ",患者普遍对本品耐受性良好，不良反应轻微且呈一过性。,患者在接受本品治疗的过程中，应坚持适当的低脂饮食。本品推荐剂量为每天1次，每次10mg，可单独服用或与他汀类联合应用。本品可在1天之内任何时间服用，可空腹或与食物同时服用。老年患者不需要调整剂量。年龄大于等于10岁的儿童及青少年不需要调整剂....,肝酶作用：在本品与他汀类联合应用的对照研究中，曾发现血清转氨酶持续性升高(≥正常值上限3倍)。因此，当本品与他汀类联合应用时，治疗前应进行肝功能测定，同时参照他汀类的产品说明书。骨骼肌：在临床研究中，与对照组相比(安慰剂或单独使用他汀类药物....
