name,comp,chara,main_bene,adap_ill,usage,pre_cares
"加替沙星分散片
                    ",??本品主要用于由敏感病原体所致的各种感染性疾病，包括慢性支气管炎急性发作、急性鼻窦炎、社区获得性肺炎、单纯性尿路感染（膀胱炎）和复杂性尿路感染、急性肾盂肾炎、男性淋球菌性尿路炎症或直肠感染和女性淋球菌性宫颈感染。,"
                        规格：0.2g*8片
                    ","本品主要成份为加替沙星。
                        ",尚不明确,?本品为分散片，可直接口服，或将本品适量投入约100ml水中，振摇分散后口服。每日一次，每次400mg。,尚不明确。
"四环素片
                    ",1.本品可用于敏感微生物所致的下列疾病：(1)立克次体病，包括流行性斑疹伤寒、地方性斑疹伤寒、洛矶山热、恙虫病和Q热。(2)支原体属感染。(3)衣原体属感染，包括鹦鹉热、性病、淋巴肉牙肿、非特异性尿道炎、输卵管炎、宫颈炎及沙眼。(4)回归热....,"
                        规格：0.25g*100片
                    ","该品主要成分为四环素。
                        ",1.胃肠道症状如恶心、呕吐、上腹不适、腹胀、腹泻等，偶可引起胰腺炎、食管炎和食管溃疡的报道，多发生于服药后立即卧床的患者。2.本品可致肝毒性，通常为脂肪肝变性，妊娠期妇女、原有肾功能损害的患者易发生肝毒性，但肝毒性亦可发生于并无上述情况的患....,本品口服，成人常用量：一次0.25～0.5g，每6小时1次。8岁以上小儿常用量：每次6.25～12.5mg/kg，每6小时1次。疗程一般为7～14日，支原体肺炎、布鲁菌病需3周左右。,1.交叉过敏反应：各种四环素类药物间可产生交叉过敏反应。2.对诊断的干扰：(1)测定尿邻苯二酚胺(Hingerty法)浓度时，由于四环素对荧光的干扰，可使测定结果偏高。(2)本品可使碱性磷酸酶、血尿素氮、血清淀粉酶、血清胆红素、血清氨基转移....
"聚甲酚磺醛凝胶
                    ",用于治疗宫颈糜烂。,"
                        规格：5g*5支
                    ","主要成份为聚甲酚磺醛。
                        ",聚甲酚磺醛的用药初期，有时会产生局部刺激症状，但很快自行消失。,月经干净第三天开始治疗，睡前清洗外阴后，将5g凝胶用阴道给药器推入阴道深部，隔日1次，6次为1疗程。,1.聚甲酚磺醛仅局部使用。2.治疗期间避免使用肥皂冲洗患处，月经期间停止用药。3.本品可引起食道糜烂，如意外吞食，应立即饮用大量水。4.避免与眼睛接触，如眼睛接触，用水冲洗知道完全洗净，或咨询眼科医师。5.如果棉织物及皮革与聚甲酚磺醛接触后....
"维D2磷酸氢钙片
                    ",用于儿童、孕妇及哺乳期妇女钙的补充。,"
                        规格：100片
                    ","每片含维生素D25单位，磷酸氢钙15毫克（相当于钙36毫克）。
                        ",偶见胃部不适、便秘等。,口服。成人及儿童一次1片，一日1次。,1.心肾功能不全者慎用。2.如服用过量或出现严重不良反应，应立即就医。3.对本品过敏者禁用，过敏体质者慎用。4.本品性状发生改变时禁止使用。5.请将本品放在儿童不能接触的地方。6.儿童必须在成人监护下使用。7.如正在使用其他药品，使用本品前....
"鱼腥草素钠栓
                    ",用于治疗子宫颈糜烂。,"
                        规格：20mg*8粒
                    ","本品主要成分为鱼腥草素钠。
                        ",可有局部过敏反应。,患者睡前取平卧位，将药栓放置阴道顶端接触子宫颈部位，每晚一粒，7至15日为一疗程或遵医嘱,1.治疗期间禁止房事，月经期停止用药。2.本品在高气温下受热易融化，但稍有变形、变软并不影响疗效，仍可将药栓冷冻后再撕开使用。
"双氯芬酸钾胶囊
                    ",本品适用于下列急性疼痛的短期治疗:1.创伤后的疼痛与炎症，如扭伤、肌肉拉伤等。2.术后的疼痛与炎症，如牙科或矫形手术后等。3.妇科的疼痛与炎症，如原发性痛经或附件炎等。4.脊柱综合症引起的疼痛。5.非关节性风湿病。6.耳鼻喉严重的感染性疼痛....,"
                        规格：25mg*12粒*3板
                    ","本品主要成份为双氯芬酸钾。
                        ",1.胃肠道反应:为最常见的不良反应，约见于10%服药者，主要为胃不适﹑烧灼感﹑返酸﹑纳差﹑恶心等，停药或对症处理即可消失。其中少数患者可出现溃疡﹑出血﹑穿孔。2.神经系统表现有头痛﹑眩晕﹑嗜睡﹑兴奋等。3.引起浮肿﹑少尿，电解质紊乱等不良反....,口服，饭前服用。成人:|1.一日100～150mg(4～6粒)，症状较轻者以及14岁以上儿童，一日75～100mg(3～4粒)，分2-3次服用。|2.原发性痛经，一般剂量：一日50～150mg(2～6粒)。|3.根据病情可以提高至最大剂量，....,1.避免与其它非甾体抗炎药，包括选择性COX-2抑制剂合并用药。2.根据控制症状的需要，在最短治疗时间内使用最低有效剂量，可以使不良反应降到最低。3.在使用所有非甾体抗炎药治疗过程中的任何时候，都可能出现胃肠道出血﹑溃疡和穿孔的不良反应，其....
"鹿胎膏
                    ",补气养血，调经散寒。用于气血不足所致的虚弱消瘦，月经量少、后错，经期腹痛；及寒湿所致的白带量多。,"
                        规格：50g*2块
                    ","红参、当归、益母草、熟地黄、丹参、香附(醋制)、龟甲、地骨皮、延胡索（醋制）、菜菔子（炒）、白术（麸炒）、肉桂、木香、赤芍、小茴香(盐制)、续断。
                        ",尚不明确。,口服，一次10克，一日2次，温黄酒或温开水送下。,1.忌食寒凉、生冷食物。2.感冒时不宜服用。患有其他疾病者，应在医师指导下服用。3.经行有块伴腹痛拒按或胸胁胀痛者不宜选用。4.平素月经正常，突然出现月经过少，或经期错后，或阴道不规则出血，或带下伴阴痒，或赤带者应去医院就诊。5.服药2周症....
"参七乳泰片
                    ",解郁散结、活血止痛。症见乳房疼痛、乳房肿块质地软硬下等，随月经周期及情绪而变化，可伴胸胁胀闷、经行不畅、经色紫暗或挟血块或痛经等症状者。,"
                        规格：0.5g*36片
                    ","紫胡、赤芍、夏枯草、牡蛎、当归、三七、党参、青皮、橘核、荠菜、漏芦、鬼箭羽、炒王不留行。
                        ",尚不明确。,口服。一次4片，一日3次。月经周期第五天开始服药，若行经少于5天的，则从月经干净后开始服药，连服21天。疗程为三个月经周期。,尚不明确。
"当归调经颗粒
                    ",补血助气，调经。用于贫血衰弱，病后、产后血虚以及月经不调，痛经。,"
                        规格：10g*8袋
                    ","当归等
                        ",尚不明确,口服，一次10克，一日2～3次。,1.忌食寒凉、生冷食物。2.感冒时不宜服用。3.糖尿病患者慎用。4.月经过多者不宜服用本药。5.平素月经正常，突然出现月经量少，或月经错后，或阴道不规则出血应去医院就诊。6.按照用法用量服用，长期服用应向医师咨询。7.服药二周症状无改善，应....
"单硝酸异山梨酯缓释片
                    ",晋新泰单硝酸异山梨酯缓释片功效：冠心病的长期治疗、预防血管痉挛型和混合型心绞痛，也适用于心肌梗死后的治疗及慢性心衰的长期治疗。,"
                        规格：50mg*10片
                    ","单硝酸异山梨酯。
                        ",治疗初期可能头疼，持续用药后症状消失，偶尔有低血压、嗜睡、恶心等症状，这些症状一般在持续用药后消失。,口服：每日清晨服1片，病情严重者，可在每日清晨服2片，若出现头疼，最初剂量可减至每日半片。整片或半片服用前应保持完整，用半杯水吞服，不可咀嚼或碾碎服用。,1.急性心肌梗死伴心室充盈压过低时慎用。2.体位性循环调节障碍时慎用。3.不用于心绞痛急性发作。
"元胡止痛片
                    ",本品理气，活血，止痛。用于气滞血瘀所致的胃痛，胁痛，头痛及痛经。,"
                        规格：0.25g*24片（苗泰）
                    ","醋延胡索、白芷。辅料为薄膜包衣剂。
                        ",尚不明确。,口服。一次4～6片，一日3次，或遵医嘱。,1.饮食宜清淡，忌酒及辛辣、生冷、油腻食物。2.忌愤怒、忧郁，保持心情舒畅。3.有高血压、心脏病、肝病、糖尿病、肾病等慢性病严重者应在医师指导下服用。4.儿童、孕妇、哺乳期妇女、年老体弱者应在医师指导下服用。5.疼痛严重者应及时去医院就诊。....
"补血当归精
                    ",滋补气血。用于头晕，身体衰弱，妇女月经不调，产后血虚体弱，贫血。,"
                        规格：10ml*10支
                    ","当归、熟地黄(酒蒸制)、白芍(酒炒)、川芎(酒炒)、炙黄芪、党参、炙甘草。
                        ",尚不明确。,口服，一次5毫升，一日2次。,1.忌油腻食物;2.凡脾胃虚弱，呕吐泄泻，腹胀便溏、咳嗽痰多者慎用;3.感冒病人不宜服用;4.孕妇慎用;5.高血压、糖尿病患者应在医师指导下服用;6.本品宜饭前服用;7.按照用法用量服用，小儿应在医师指导下服用;8.服药二周或服药期间症状无....
"聚甲酚磺醛溶液
                    ",1、妇科：用于治疗宫颈糜烂、宫颈炎、各类阴道感染、外阴瘙痒；2、外科与皮肤科：用于皮肤伤口与病变的局部治疗；3、耳鼻喉科：用于治疗口腔粘膜和齿龈的炎症、口腔溃疡及扁桃体切除后的止血。,"
                        规格：15ml（圣多美）
                    ","本品主要成分为聚甲酚磺醛。
                        ",用药初期，有时会产生局部刺激症状，但很快自行消失，当治疗口腔病变时，请注意其高酸性可能损伤牙釉质。,1、妇科：用于阴道冲洗时，施比灵溶液应按1：5的比例以水稀释，而用于局部涂抹或敷贴时则无需稀释，通常敷贴每周进行1-2次。治疗前先彻底清洁宫颈及宫颈管，去除分泌物。为此可将浸有施比灵溶液的棉签插入宫颈管，转动数次取出，然后再将浸有药液的纱布....,1、会加速伤口的愈合过程。当坏死组织从病灶处脱落，有时甚至是大片脱落，亦无需惊恐；2、治疗期间避免性交，不要使用刺激性肥皂清洗患处；3、行径时停止用药；4、注意防止施比灵与眼部接触；5、如果棉织物及皮革与施比灵接触后，必须在其未干前立即用水....
"调经活血胶囊
                    ",调经活血，行气止痛。用于月经不调，行经腹痛。,"
                        规格：0.38g*36粒
                    ","木香、川芎、延胡索(醋制)、当地、熟地黄、赤芍、红花、乌药、白术、丹参、香附(制)、吴茱萸(甘草水制)、泽兰、鸡血藤、菟丝子。
                        ",1.忌食寒凉，生冷食物。2.感冒时不宜服用本药。3.月经过多者不宜服用本药。4.平素月经正常，突然出现月经量少，或月经错后，或阴道不规则出血应去医院就诊。5.按照用法用量服用，长期服用应向医师咨询。6.服药二周症状无改善，应去医院就诊。7.....,口服。一次4粒，一日3次。,['无']
"逍遥丸(水丸)
                    ",疏肝健脾，养血调经用于肝郁脾虚所致的郁闷不舒.胸胁胀痛.头晕目眩.食欲减退.月经不调。,"
                        规格：60g(乐家老铺)
                    ","本品主要成份柴胡、当归、白芍、白术(炒)、茯苓、薄荷、生姜、甘草(炙)等。辅料为姜汁。
                        ",尚不明确。,口服，一次6-9g，一日1-2次。,1.忌生冷及油腻难消化的食物。2.服药期间要保持情绪乐观，切忌生气恼怒。3.有高血压、心脏病、肝病、糖尿病、肾病等慢性病严重者应在医师指导下服用。4.平素月经正常，突然出现经量过多、经期延长，或月经过少、经期错后，或阴道不规则出血者应去医院....
"头孢泊肟酯干混悬剂
                    ",本品适用于敏感菌引起的下列感染：1.上呼吸道感染：例如：耳、鼻和喉部感染，包括急性中耳炎、鼻窦炎、扁桃体炎和咽喉炎等；2.下呼吸道感染：例如：社区获得性肺炎、慢性支气管炎急性发作；3.单纯性泌尿道感染：例如：膀胱炎；4.单纯性皮肤和皮肤软组....,"
                        规格：6包
                    ","本品主要成份为头孢泊肟酯。
                        ",文献报道，使用本品治疗可能会发生以下的不良反应：1.胃肠道反应：有时出现恶心、呕吐、腹泻、软便、胃痛、腹痛、食欲不振或胃部不适感，偶见便秘等。2.过敏症：如出现皮疹、荨麻疹、红斑、瘙痒、发热、淋巴结肿胀或关节痛时应停药并适当处理。3.血液：....,用法：按标签说明加水适量配制成混悬液，摇匀，口服。本品宜饭后服用。1、成人：①上呼吸道感染包括急性中耳炎、鼻窦炎、扁桃体炎和咽喉炎等，一次0.1g(2袋)，每12小时1次，疗程5~10天。②下呼吸道感染：慢性支气管炎急性发作，一次0.2g(....,"1.被诊断为伪膜结肠炎的腹泻患者慎用。2.过敏体质的患者慎用。3.与其它抗生素一样,长期使用头孢泊肟酯可能会引致非敏感微生物(例如念珠菌,肠球菌,艰难梭状芽胞杆菌)过度生长,因而可能需要中断治疗.曾有因使用抗生素而出现伪膜结肠炎的报告,因而...."
"制霉素阴道泡腾片
                    ",本品用于念珠菌性外阴阴道病。,"
                        规格：10万单位*7片*2板
                    ","制霉素
                        ",偶有过敏反应，灼烧感及发痒。,外用。一次1片，一日1～2次，疗程一般为2周。患者洗净手及外阴部，采取平卧体位，戴上所附指套，将药片送入阴道深处，月经期治疗不受影响。,['无']
"甲磺酸培氟沙星胶囊
                    ",由培氟沙星敏感菌所致的各种感染：尿路感染；呼吸道感染；耳、鼻、喉感染；妇科、生殖系统感染；腹部和肝、胆系统感染；骨和关节感染；皮肤感染；败血症和心内膜炎；脑膜炎。,"
                        规格：0.2g*12粒
                    ","本品主要成份为甲磺酸培氟沙星。
                        ",1.胃肠道反应较为常见，可表现为腹部不适或疼痛、腹泻、恶心或呕吐。2.中枢神经系统反应可有头昏、头痛、嗜睡或失眠。3.过敏反应：皮疹、皮肤瘙痒，偶可发生渗出性多形性红斑及血管神经性水肿。少数患者有光敏反应。,口服。成人一日0.2～0.4g，一日2次。,尚不明确。
