name,comp,chara,main_bene,adap_ill,usage,pre_cares
"康腹止泻片
                    ",益气养阴，生津止渴。适用于Ⅱ型糖尿病气阴两虚证候，改善倦怠乏力，口干舌燥，烦渴多饮等症。,"
                        规格：3g*8袋
                    ","本品为棕色至褐色的颗粒；气微，味苦、微酸。
                        ",有少数患者服药后有轻度恶心现象。,开水冲服，一次2袋，一日3次。尿糖正常后，一次1袋，一日3次。,尚不明确。
"氢氯噻嗪片
                    ",1.水肿性疾病排泄体内过多的钠和水，减少细胞外液容量，消除水肿。常见的包括充血性心力衰竭、肝硬化腹水、肾病综合症、急慢性肾炎水肿、慢性肾功能衰竭早期、肾上腺皮质激素和雌激素治疗所致的钠、水潴留。2.高血压可单独或与其他降压药联合应用，主要用....,"
                        规格：25mg*100片（力）
                    ","本品主要成份为氢氯噻嗪.
                        ",大多不良反应与剂量和疗程有关。1、水、电解质紊乱所致的副作用较为常见。低钾血症较易发生与噻嗪类利尿药排钾作用有关，长期缺钾可损伤肾小管，严重失钾可引起肾小管上皮的空泡变化，以及引起严重快速性心率失常等异位心率。低氯性碱中毒或低氯、低钾性碱中....,1.成人常用量口服。①治疗水肿性疾病，每次25~50mg，每日1~2次，或隔日治疗，或每周连服3~5日。②治疗高血压，每日25~100mg，分1~2次服用，并按降压效果调整剂量。2.小儿常用量口服。每日按体重1~2mg/kg或按体表面积30....,1、交叉过敏：与磺胺类药物、呋塞米、布美他尼、碳酸酐酶抑制剂有交叉反应2、对诊断的干扰：可致糖耐量降低、血糖、尿糖、血胆红素、血钙、血尿酸、血胆固醇、甘油三酯、低密度脂蛋白浓度升高，血镁、钾、钠及尿钙降低。3、下列情况慎用：①无尿或严重肾功....
"氯膦酸二钠注射液
                    ",用于预防和治疗钙缺乏症如骨质疏松手足抽搐症骨发育不全佝偻病以及妊娠和哺乳期妇女绝经期妇女钙的补充。,"
                        规格：0.25g*120片
                    ","本品为白色片。
                        ",口服推荐剂量下无明显不良反应。,口服，一次0.25~2.0g，一日2~3次。,1.不同年龄，不同病情的需钙量差异较大，剂量根据病情而不同。2.心肾功能不全者慎用。3.服用洋地黄类药物期间禁用。4.当药品性状发生改变时禁止使用。5.儿童必须在成人监护下使用。6.请将此药品放在儿童不能接触的地方。
"维D2磷酸氢钙片
                    ",用于儿童、孕妇及哺乳期妇女钙的补充。,"
                        规格：10片*6板
                    ","本品含维生素D2500单位，磷酸氢钙150毫克。
                        ",便秘。,口服。成人及儿童一次1片，一日1次。咀嚼后服用。,1.心肾功能不全者慎用。2.如服用过量或出现严重不良反应，应立即就医。3.对本品过敏者禁用，过敏体质者慎用。4.本品性状发生改变时禁止使用。5.请将本品放在儿童不能接触的地方。6.儿童必须在成人监护下使用。7.如正在使用其他药品，使用本品前....
"麦考酚钠肠溶片
                    ",麦考酚钠肠溶片有较理想抑制排斥反应疗效和药物耐受性，提高肾移植患者接受免疫抑制剂治疗的依从性，减少因药物副作用而导致的移植物功能丧失。可与环孢素和肾上腺皮质激素同时应用。,"
                        规格：180mg*50片
                    ","本品为石灰绿色圆形薄膜衣片。
                        ",服用麦考酚钠肠溶片后，主要的不良反应包括：呕吐、腹泻等胃肠道症状，白细胞减少症，败血症，尿频以及某些类型的感染的发生率增加。偶见血尿酸升高、高血钾、肌痛或嗜睡。,空腹口服，完整服下本药片。1、预防排斥剂量应于移植48hr内开始服用。肾移植病人服用推荐剂量为360mg，1日2次。治疗难治性排斥反应在临床试验中，治疗难治性排斥的推荐剂量为360mgg/次，2次/日。如果发生中性粒细胞减少(中性粒细胞计数....,免疫抑制治疗方案正处于危险增加淋巴瘤及其他恶性肿瘤，特别是皮肤癌。患者接受免疫抑制剂也可能增加感染的危险。应监测患者的中性粒细胞减少症。
"赖氨酸磷酸氢钙颗粒
                    ",用于促进幼儿正常生长发育，以及儿童及孕妇补充钙质。,"
                        规格：5g*16袋（增志祝长）
                    ","本品为复方制剂，每袋含盐酸赖氨酸0.5克，磷酸氢钙0.5克。辅料为：蔗糖。
                        ",钙剂按推荐剂量服用，少有不良反应，可有嗳气，便秘，腹部不适。少见的不良反应有高钙血症和肾结石，易发生于长期或大剂量服用或患有肾功能损害时，表现为厌食、恶心、呕吐、便秘、腹痛、肌肉软弱无力、心律失常、意识模糊、高血压以及骨石灰沉着等。长期服用....,口服。一次1袋，一日2次，温开水冲服。,1.慢性腹泻或胃肠道吸收功能障碍患者慎用。2.高氯血症、酸中毒及肾功能不全患者慎用。3.急性缺血性脑血管病患者慎用。4.心室颤动者慎用。5.服用洋地黄类药物期间慎用。6.长期或大剂量应用钙剂可致血清磷浓度降低。7.长期大量用药应定期测血清钙....
"氢氯噻嗪片
                    ",1.水肿性疾病排泄体内过多的钠和水，减少细胞外液容量，消除水肿。常见的包括充血性心力衰竭、肝硬化腹水、肾病综合症、急慢性肾炎水肿、慢性肾功能衰竭早期、肾上腺皮质激素和雌激素治疗所致的钠、水潴留。2.高血压可单独或与其他降压药联合应用，主要用....,"
                        规格：25mg*100片（云鹏）
                    ","氢氯塞嗪。化学名：6-氯-3,4-二氢-2H-1,2,4-苯并噻二嗪-7-磺酰胺-1,1-二氧化物分子式：C7H8ClN3O4S2分子量：297.74
                        ",1.肾上腺皮质激素、促肾上腺皮质激素、雌激素、两性霉素B（静脉用药），能降低本药的利尿作用，增加发生电解质紊乱的机会，尤其是低钾血症。2.非甾体类消炎镇痛药尤其是吲哚美辛，能降低本药的利尿作用，与前者抑制前列腺素合成有关。3.与拟交感胺类药....,1.成人常用量口服。(1)治疗水肿性疾病，每次25~50mg，每日1~2次，或隔日治疗，或每周连服3~5日。(2)治疗高血压，每日25~100mg，分1~2次服用，并按降压效果调整剂量。2.小儿常用量口服。每日按体重1~2mg/kg或按体表....,1.交叉过敏：与磺胺类药物、呋塞米、布美他尼、碳酸酐酶抑制剂有交叉反应。2.对诊断的干扰：可致糖耐量降低、血糖、尿糖、血胆红素、血钙、血尿酸、血胆固醇、甘油三酯、低密度脂蛋白浓度升高，血镁、钾、钠及尿钙降低。3.下列情况慎用：(1)无尿或严....
"心脑健胶囊
                    ",清利头目，醒神健脑，化浊降脂。用于头晕目眩，胸闷气短，倦怠乏力，精神不振，记忆力减退等症，用于高血脂症、高血压病、冠心病、脑动脉硬化及其他伴有高凝状态的疾病。对心血管病伴高纤维蛋白原症及动脉粥样硬化，肿瘤放疗，化疗所致的白细胞减少症有防治作....,"
                        规格：24粒
                    ","茶叶提取物。
                        ",尚不明确。,口服，一次2粒，一日3次。,尚不明确。
"延参健胃胶囊
                    ",健脾和胃，平调寒热，除痞止痛。用于治疗本虚标实，寒热错杂之慢性萎缩性胃炎。症见胃脘痞满，疼痛，纳差，嗳气，嘈杂，体倦乏力等。,"
                        规格：0.3g*36粒
                    ","人参(去芦)、半夏(制)、黄连、干姜、黄芩(炒)、延胡索、甘草(炙)。
                        ","偶有腹泻或胃肠道不适。临床研究中发现3例用药后心电图异常，1例为左室高电压,1例心肌受累,1例不完全束支传导阻滞，均为老年患者，临床研究单位无法判断与药物的相关性。",口服，一次4粒，一日3次。饭前温开水送服或遵医嘱。,服药期间忌食辛辣刺激性食物。
"乳酸钙口服溶液
                    ",补钙药。用于预防和治疗钙缺乏症。,"
                        规格：10ml:0.065g*10支
                    ","乳酸钙
                        ",可见嗳气，便秘，腹部不适，大剂量服用可见高钙血症:表现为厌食、恶心、呕吐，便秘，腹痛肌，无力，心律失常以及骨石灰沉着等。,口服，每次1-2支，每日2-3次，根据人体需要及膳食钙的供给情况酌情进行补充，或遵医嘱。,1、肾能不全者慎用。2、欲降低本品甜度时，可用凉开水稀释一倍后服用。3、如遇低温析出结晶可温热溶化后服用。
"养心生脉颗粒
                    ",益气养阴、活血祛瘀。用于气虚阴亏血瘀所致的胸痹心痛，症见胸闷、胸痛、心悸、气短，乏力，口干咽燥；冠心病、心绞痛见上述症候者。,"
                        规格：14g*9袋
                    ","人参、麦冬、丹参、五味子、龙眼肉、狗杞子、赤芍、牛膝、郁金、木香、佛手、茯苓、泽泻、甘草。
                        ",个别患者服药后出现口干咽燥；食欲不振、上腹不适。,口服，一次1袋，一日3次。温开水冲服。,孕妇慎用。
"人参归脾丸
                    ",益气补血，健脾养心。用于气血不足，心悸，失眠，食少乏力倦，面色萎黄，月经量少，色淡。,"
                        规格：9g*10丸（丰鹿牌）
                    ","本品为棕黄色的大蜜丸：气微香、味甘。
                        ",尚不明确。,口服，一次1丸，一日2次。,1.不宜和感冒类药同时服用。2.不宜喝茶和吃萝卜，以免影响药效。3.服本药时不宜同时服用藜芦、五灵脂、皂芙或其制剂。4.高血压患者或正在接受其他药物治疗者应在医师指导下服用。5.本品宜饭前服用或进食同时服。6.服药二周后症状未改善，或服药期....
"二维葡钙片
                    ",用于补充儿童、青春发育期青少年的钙质不足。,"
                        规格：60粒
                    ","本品为复方制剂，每片含葡萄糖酸钙150mg，维生素B10.3mg，维生素D20.011mg(440单位)。
                        ",1.嗳气，便秘。2.过量服用可发生高钙血症，奶-碱综合症，表现为高血钙，碱中毒及肾功能不全。,口服。儿童(1-10岁)：一次1片，一日3次；青少年(11-18岁)：一次2片，一日3次。含服或嚼碎服用。,1.心肾功能不全患者慎用。2.尿钙或血钙浓度过高者禁用。3.洋地黄化的病人禁用。4.当药品性状发生改变时禁止服用。5.儿童必须在成人监护下使用。6.请将此药品放在儿童不能接触的地方。
"辅酶Q10片
                    ",本品用于下列疾病的辅助治疗：1.心血管疾病，如：病毒性心肌炎、慢性心功能不全。2.肝炎，如：病毒性肝炎、亚急性肝坏死、慢性活动性肝炎。3.癌症的综合治疗：能减轻放疗、化疗等引起的某些不良反应。,"
                        规格：10mg*24片
                    ","主要成份为辅酶Q10。
                        ",可有胃部不适、食欲减退、恶心、腹泻、心悸，偶见皮疹。,一次1片，一日3次，饭后服用。,尚不明确。请仔细阅读说明书并遵医嘱使用。
"醒脾开胃颗粒
                    ",醒脾调中，升发胃气。用于面黄乏力，食欲低下，腹胀腹痛，食少便多。,"
                        规格：14g*6袋（大唐奥舒）
                    ","冬瓜子、谷芽、稻芽、荷叶、香椽、佛手、白芍、使君子、甘草等。
                        ",尚不明确。,开水冲服，一次14克(1袋），一日2次。,1.忌食生冷油腻不易消化食物。2.不适用于脾胃阴虚，主要表现为口干，舌红少津，大便干。3.小儿及年老体弱者，应在医师指导下服用。4.孕妇及糖尿病患者慎用。5.对本品过敏者禁用，过敏体质者慎用。6.本品性状发生改变时禁止使用。7.儿童必须在成....
"山玫胶囊
                    ",益气化瘀。山玫胶囊用于冠心病、脑动脉硬化气滞血瘀证，症见胸痛、痛有定处、胸闷憋气，或眩晕、心悸、气短、乏力、舌质紫暗等。,"
                        规格：0.25g*12粒*5板
                    ","山楂叶、刺玫果。
                        ",孕妇慎用。,口服，一次3粒，一日3次。疗程4周，或遵医嘱。,['无']
"心脑欣片
                    ",益气养阴，活血化痰。用于气阴不足、瘀血阻滞所引起头晕、头痛、心悸、气喘、乏力、缺氧所引起的红细胞增多症见上述症候者。,"
                        规格：0.5g*12片*2板
                    ","红景天、枸杞子、沙棘鲜浆。
                        ",['无'],口服。一次2片，一日2次；饭后服。,['无']
"赖氨酸磷酸氢钙颗粒
                    ",用于促进幼儿正常生长发育，以及儿童及孕妇补充钙质。,"
                        规格：10袋
                    ","本品为复方制剂，其组份为：盐酸赖氨酸、磷酸氢钙。
                        ",钙剂按推荐剂量服用，少有不良反应，可有嗳气，便秘，腹部不适。少见的不良反应有高钙血症和肾结石，易发生于长期或大剂量服用或患有肾功能损害时，表现为厌食、恶心、呕吐、便秘，腹痛，肌肉软弱无力，心律失常、意识模糊、高血压以及骨石灰沉着等。,口服，一次1袋，一日2次，以温开水冲服。钙剂每日需要量初生～3岁400～800mg，4～6岁800mg，7～10岁800mg，成人800～1200mg，乳母1200mg（以上均指元素钙）。,１、对诊断的干扰：长期或大剂量应用钙剂可致血清磷浓度降低。２、慢性腹泻或胃肠道吸收功能障碍者慎用(钙的吸收较差，而肠道排钙增多，此时对钙剂的需要量增加)。３、慢性肾功能不全者慎用(肾脏对钙排泄减少，注意高钙血症)。４、心室颤动者慎用。５、长....
"双氯芬酸钠肠溶片
                    ",用于：①缓解类风湿关节炎、骨关节炎、脊柱关节病、痛风性关节炎、风湿性关节炎等各种关节炎的关节肿痛症状；②治疗非关节性的各种软组织风湿性疼痛，如肩痛、腱鞘炎、滑囊炎、肌痛及运动后损伤性疼痛等；③急性的轻、中度疼痛如：手术后、创伤后、劳损后、痛....,"
                        规格：25mg*20片*2板
                    ","详见说明书。
                        ",①胃肠反应：为最常见的不良反应，约见于10%服药者，主要为胃不适、烧灼感、返酸、纳差、恶心等，停药或对症处理即可消失。其中少数可出现溃疡、出血、穿孔；②神经系统表现有头痛、眩晕、嗜睡、兴奋等；③引起浮肿、少尿，电解质紊乱等不良反应，轻者停药....,（1）成人常用量：①关节炎，一日75～150mg，分3次服，疗效满意后可逐渐减量；②急性疼痛：首次50mg，以后25～50mg，每6～8小时1次。（2）小儿常用量：一日0.5～2.0mg/kg，日最大量为3.0mg/kg，分3次服。,（1）有肝、肾功能损害或溃疡病史者慎用，尤其是老年人。用药期间应常规随访检查肝肾功能。（2）双氯芬酸钠肠溶片因含钠，对限制钠盐摄入量的病人应慎用。
"赖氨酸磷酸氢钙颗粒
                    ",用于促进幼儿正常生长发育，以及儿童及孕妇补充钙质。,"
                        规格：10包(同敏)
                    ","盐酸赖氨酸，磷酸氢钙
                        ",钙剂按推荐量服用，少有不良反应，可有嗳气，便秘，腹部不适。少见的不良反应有高血钙症和肾结石，易发生于长期或大剂量服用或患有肾功能损害时，表现为厌食、恶心、呕吐、便秘、腹痛，肌肉软弱无力，心律失常、意识模糊、高血压以及骨石灰沉着等。,口服，一次1袋，一日2次，以温开水冲服。钙剂每日需要量初生～3岁400～800mg，4～6岁800mg，7～10岁800mg，成人800～1200mg，乳母1200mg（以上均指元素钙）。,1.对诊断的干扰：长期或大剂量应用钙剂可致血清磷浓度降低。2.慢性腹泻或胃肠道吸收功能障碍者慎用(钙的吸收较差，而肠道排钙增多，此时对钙剂的需用量增加)。3.慢性肾功能不全慎用(肾脏对钙排泄减少，注意高血钙症)。4.心室颤动者慎用。5.长期....
"辅酶Q10胶囊
                    ",本品用于下列疾病的辅助治疗：辅酶Q10胶囊（1）心血管疾病，如病毒性心肌炎、慢性心功能不全；（2）肝炎，如病毒性肝炎、亚急性肝坏死、慢性活动性肝炎；（3）癌症的综合治疗，能减轻放疗、化疗等引起的某些不良反应。,"
                        规格：10mg*30粒
                    ","本品主要成份为：辅酶Q10。
                        ",可有胃部不适、食欲减退、恶心、腹泻，偶见皮疹。,一次1粒（片），一日3次，饭后服用。,尚不明确
"辅酶Q10胶囊
                    ",本品用于下列疾病的辅助治疗：1、心血管疾病，如：病毒性心肌炎、慢性心功能不全。2、肝炎，如：病毒性肝炎、亚急性肝坏死、慢性活动性肝炎。3、癌症的综合治疗：能减轻放疗、化疗等引起的某些不良反应。,"
                        规格：10mg*60片
                    ","辅酶Q10。
                        ",可有胃部不适、食欲减退、恶心、腹泻、心悸，偶见皮疹。,一次1片(粒)，一日3次，饭后服用。,未进行该项实验且无可靠参考文献
"甲磺酸多沙唑嗪片
                    ",原发性轻、中度高血压。对于单独用药难以控制血压的患者，可与利尿剂、β受体阻滞剂、钙拮抗剂或血管紧张素转化酶抑制剂（ACEI）合用。良性前列腺增生的对症治疗。,"
                        规格：1mg*12片
                    ","甲磺酸多沙唑嗪。化学名称是:1-(4-氨基-6，7-二甲氧基-2-喹唑啉基）-4-(1，4-苯骈二恶烷-2-甲酰基）哌嗪甲磺酸盐。
                        ",1.发生率在10%以上的不良反应：头晕、头痛、倦怠不适。2.发生率在2-10%的不良反应：嗜睡、水肿、恶心、鼻炎、呼吸困难、体位性低血压、心悸、眩晕、口干、视觉异常、神经质、性功能障碍、腹泻、多尿、胸痛和全身疼痛。体位性低血压、水肿和呼吸困....,1.成人常用量口服，起始剂量1mg，每天一次，1-2周后根据临床反应和耐受情况调整剂量；首剂及调整剂量时宜睡前服。维持量为1-8mg，每日1次，但超过4mg易引起体位性低血压。国外研究资料提示本品最大使用剂量至16mg/日。2．小儿剂量尚未....,1.为减少首剂效应和体位性低血压，治疗的首次剂量应为1mg，每1-2周按需增加剂量，初次及每增量后第一剂，都宜睡前服用。2.病人在开始治疗以及治疗中增加剂量时应避免引起突然性体位变化和行动，并注意其可能对身体造成的伤害。3.本品治疗中若加用....
"补中益气丸
                    ",补中益气，升阳举陷。用于脾胃虚弱，中气下陷所致的体倦乏力、食少腹胀、便溏久泻、肛门下坠。,"
                        规格：200丸
                    ","炙黄芪、党参、炙甘草、白术(炒)、当归、升麻、柴胡、陈皮。
                        ",尚不明确。,口服。一次6-10丸，一日3次。,1.忌不易消化食物。2.感冒发热病人不宜服用。3.有高血压、心脏病、肝病、糖尿病、肾病等慢性病严重者应在医师指导下服用。4.儿童、孕妇、哺乳期妇女应在医师指导下服用。5.服药4周症状无缓解，应去医院就诊。6.对本品过敏者禁用，过敏体质者慎用....
"碳酸钙片
                    ",用于预防和治疗钙缺乏症，如骨质疏松、手足抽搐症、骨发育不全、佝偻病以及儿童、妊娠和哺乳期妇女、绝经期妇女、老年人钙的补充。,"
                        规格：0.3g*10片*6板
                    ","每片含碳酸钙0.75克。
                        ",1.嗳气、便秘。2.偶可发生奶-碱综合征，表现为高血钙、碱中毒及肾功能不全。（因服用牛奶及碳酸钙、或单用碳酸钙引起）。3.过量长期服用可引起胃酸分泌反跳性增高，并可发生高钙血症。,口服。一日1-4片，分次饭后服用。,1.心肾功能不全者慎用。2.对本品过敏者禁用，过敏体质者慎用。3.本品性状发生改变时禁止使用。4.请将本品放在儿童不能接触的地方。5.儿童必须在成人监护下使用。6.如正在使用其他药品，使用本品前请咨询医师或药师。
"聚甲酚磺醛阴道栓
                    ",妇科：用于治疗宫颈糜烂、宫颈炎、各种阴道感染。外阴瘙痒、使用子宫托造成的压迫性溃疡及宫颈息肉切除或切片检查后的止血。外科与皮肤科：用于皮肤伤口与病变的局部治疗，能够加速坏死组织的脱落，止血和促进愈合过程。耳鼻喉科：用于治疗口腔粘膜和齿龈的炎....,"
                        规格：90mg*7粒
                    ","主要成份为聚甲酚磺醛。
                        ",用药初期，有时会产生局部刺激症状，但很快自行消失，当治疗口腔病变时。请注意其高酸性可能损伤牙釉质。,宫颈糜烂：1：80-1：100稀释的浓缩液行阴道冲洗，然后将浸有浓缩液的长棉签伸入宫颈管，转动1-2分钟后取出。将浸有深缩液的棉片贴于糜烂面，至粘膜变白，通常每周1-2次。两次用药间隔：隔日上阴道栓剂1枚，上栓剂前用1：80-1：100稀释....,本药会加速伤口的愈合过程，当坏死组织从病灶处脱落，有时甚至是大片脱落，亦无需惊恐。治疗期间避免性交，不要使用刺激性肥皂清洗患处。行经时停止用药。注意防止本药与眼部接触。
"牡蛎碳酸钙颗粒
                    ",用于预防和治疗钙缺失症，如骨质疏松、手足抽搐症、骨发育不全、佝偻病以及儿童、妊娠和哺乳期妇女、绝经期妇女、老年人钙的补充。,"
                        规格：12袋
                    ","详见说明书
                        ",1.嗳气、便秘。2.偶可发生奶-碱综合征，表现为高血钙、碱中毒及肾功能不全。3.过量长期服用可引起胃酸分泌反跳性增高，并可发生高钙血症。,口服。一次1～2包，一日3次，用温开水冲服。,1.肾功能不全者慎用。2.儿童必须在成人监护下使用。3.当本品性状发生改变时禁用。4.请将此药品放在儿童不能接触的地方。
"牡蛎碳酸钙颗粒
                    ",牡蛎碳酸钙颗粒用于预防和治疗钙缺乏症，如骨质疏松、手足抽搐症、骨发育不全、佝偻病以及儿童、妊娠和哺乳期妇女、绝经期妇女、老年人钙的补充。,"
                        规格：5g*12袋
                    ","本品每包含牡蛎碳酸钙按钙计50毫克。辅料为：蔗糖、糊精、吐温-80、明胶、柠檬酸、甜味剂、香精、柠檬黄。
                        ",1．嗳气、便秘。2．偶可发生奶-碱综合征，表现为高血钙、碱中毒及肾功能不全。(因服用牛奶及碳酸钙、或单用碳酸钙引起)。3．过量长期服用可引起胃酸分泌反跳性增高，并可发生高钙血症。,口服。一次1～2包，一日3次，用温开水冲服。,1.心肾功能不全者慎用。2.对该药品过敏者禁用，过敏体质者慎用牡蛎碳酸钙颗粒。3.该药品性状发生改变时禁止使用。4.请将该药品放在儿童不能接触的地方。5.儿童必须在成人监护下使用。6.如正在使用其他药品，使用该药品前请咨询医师或药师。
